Title,Authors,Publication date,Journal,Volume,Issue,Publisher,Description,Total citations,Scholar articles,Citation Count,Pages,Inventors,Patent office,Application number,Patent number,Conference,Institution,Book,Source
"Regret, stability & fairness in matching markets with bandit learners","Poonam Gupta, Trupti P Mokal, DD Shah, KVV Satyanarayana",2018,,,,Springer Singapore,"In twenty-first century, the size and scope of the Internet has been increasing as smart devices have ability to communicate with one device to another and share data over the Internet. This is known as Internet of things (IoT). Scalability of the entire system increases in case of more devices in IoT system. So in IoT system, main challenges are to maintain scalability and throughput. To meet these challenges, various architectures are used for implementing IoT applications such as SOAP-based, RESTful, broker-based SOA architecture. While service-oriented architecture provides system integration, interoperability, business agility. Though service-oriented architecture is mainly used for implementing various IoT applications, it faces some challenges such as security, interoperability, and context awareness. Event-driven service-oriented architecture (EDSOA) is a new architectural style which is an extension of …",19,"Event-driven SOA-based IoT architecture
P Gupta, TP Mokal, DD Shah, KVV Satyanarayana - International Conference on Intelligent Computing and …, 2018
Cited by 19 Related articles All 3 versions","{'2018': 1, '2019': 2, '2020': 7, '2021': 5, '2022': 2, '2023': 1}",247-258,,,,,International Conference on Intelligent Computing and Applications: ICICA 2016,,,
Evaluation of individual and ensemble probabilistic forecasts of COVID-19 mortality in the United States,"Muhammad Amjad, Devavrat Shah, Dennis Shen",2018/1/1,The Journal of Machine Learning Research,19.0,1,JMLR. org,"We present a robust generalization of the synthetic control method for comparative case studies. Like the classical method cf. Abadie and Gardeazabal (2003), we present an algorithm to estimate the unobservable counterfactual of a treatment unit. A distinguishing feature of our algorithm is that of de-noising the data matrix via singular value thresholding, which renders our approach robust in multiple facets: it automatically identifies a good subset of donors for the synthetic control, overcomes the challenges of missing data, and continues to work well in settings where covariate information may not be provided. We posit that the setting can be viewed as an instance of the Latent Variable Model and provide the first finite sample analysis (coupled with asymptotic results) for the estimation of the counterfactual. Our algorithm accurately imputes missing entries and filters corrupted observations in producing a consistent estimator of the underlying signal matrix, provided p= Ω (T− 1+ ζ) for some ζ> 0; here, p is the fraction of observed data and T is the time interval of interest. Under the same proportion of observations, we demonstrate that the mean-squared error in our counterfactual estimation scales as O (σ2/p+ 1/",136,"Robust synthetic control
M Amjad, D Shah, D Shen - The Journal of Machine Learning Research, 2018
Cited by 136 Related articles All 14 versions","{'2018': 3, '2019': 16, '2020': 23, '2021': 50, '2022': 36, '2023': 7}",802-852,,,,,,,,
I know what you bought at chipotle for $9.81 by solving a linear inverse problem,"Abdullah Alomar, Pouya Hamdanian, Arash Nasr-Esfahany, Anish Agarwal, Mohammad Alizadeh, Devavrat Shah",,,,,,"We present CausalSim, a causal framework for unbiased trace-driven simulation. Current trace-driven simulators assume that the interventions being simulated (eg, a new algorithm) would not affect the validity of the traces. However, real-world traces are often biased by the choices algorithms make during trace collection, and hence replaying traces under an intervention may lead to incorrect results. CausalSim addresses this challenge by learning a causal model of the system dynamics and latent factors capturing the underlying system conditions during trace collection. It learns these models using an initial randomized control trial (RCT) under a fixed set of algorithms, and then applies them to remove biases from trace data when simulating new algorithms.",0,"CausalSim: A Causal Framework for Unbiased Trace-Driven Simulation
A Alomar, P Hamdanian, A Nasr-Esfahany, A Agarwal…",{},,,,,,,,,
Gradient-based empirical risk minimization using local polynomial regression,"Susan Murphy, Devavrat Shah",,,,,,"Counterfactual inference and personalization. Sequential experiments in mobile health and digital platforms aim to provide personalized treatments to 𝑁 users over 𝑇 time points using online personalizing algorithms (PAs), eg, bandit or RL algorithms. The PA’s role is to learn user treatment effects and assign personalized treatment over time. The following projects aim to infer if (i) the digital interventions and (ii) the PAs used to assign them are effective at the individual level in sequential experiments. These tasks are challenging due to heterogeneity across users and time, biases due to the PA’s sequential adaptivity, the lack of mechanistic models for treatment effect, and data’s noisiness. For (i), we provide the first guarantee for ITE in sequential experiments using a non-parametric mixed-effect/latent factor model for the potential outcomes and nearest neighbor (NN) estimators. We prove an ITE error of 𝑂 (𝑇− 1 2+ 𝑁− 1) for each user at each time [14] and improve it further to 𝑂 (𝑇− 1+ 𝑁− 1) with a doubly robust NN for non-adaptive experiments.[15] For (ii), we introduce a methodology for assessing the personalization achieved by an online PA in non-Markovian environments. We compare the rewards yielded by the online PA to those yielded by a baseline PA, and provide its fundamental decomposition across three practical axes—time, covariates used by the PA (states), and pre-study covariates.[18]
Next, I discuss estimation of heterogeneous treatment effects in RCTs.[17] Via a case study on a drug trial, we highlight the poor generalization of popular conditional average treatment effect models (CATEm) due to low signal-to-noise ratio. We …",0,"1. Sample-efficient estimation and inference
S Murphy, D Shah
Related articles All 2 versions",{},,,,,,,,,
On principal component regression in a high-dimensional error-in-variables setting,"Sarah Huiyi Cen, Anish Agarwal, Christina Yu, Devavrat Shah",,,,,,"We propose a framework for causal inference with panel data in the presence of network interference and unobserved confounding. Key to our approach is a novel latent factor model that takes into account network interference and generalizes the factor models typically used in panel data settings. We propose an estimator–the Network Synthetic Interventions estimator—and show that it consistently estimates the counterfactual outcomes for a unit under an arbitrary set of treatments, if certain observation patterns hold in the data. We corroborate our theoretical findings with simulations. In doing so, our framework extends the Synthetic Control and Synthetic Interventions methods to incorporate network interference.",0,"A Causal Inference Framework for Network Interference with Panel Data
SH Cen, A Agarwal, C Yu, D Shah - NeurIPS 2022 Workshop on Causality for Real-world …
Related articles",{},,,,,,NeurIPS 2022 Workshop on Causality for Real-world Impact,,,
"Adaptive control of COVID-19 outbreaks in India: Local, gradual, and trigger-based exit paths from lockdown","Abdullah Alomar, Arwa Alanqary, Mansour Alsaleh, Anas Alfaris, Devavrat Shah",,Submitted to the Pattern Recognition Letters,,,,"The problem of imputing missing values in time series data has been addressed in many studies that proposed algorithms deemed to be robust for recovering missing values. Despite the good performance of such algorithms, there is usually a lack of theoretical guarantee on their performance. A recently proposed approach to time series imputation uses matrix estimation methods to recover missing values after transforming the time series into a matrix. This approach has exhibited superior performance and provides strong theoretical guarantees of performance for a large class of time series with random missing entries with a certain probability. In this study, we tackle the particular case of missing entries in a time series that form long blocks of consecutive values of different lengths, and we identify the effect of such scenarios, involving missing values, on the accuracy of matrix estimation algorithms for time series imputation. As the main contribution of this work, we propose an extension to the matrix estimation approach to time series imputation by introducing an adaptive algorithm for selecting the shape of the matrix based on the length of consecutive missing values in the time series. The performance of the proposed algorithm was verified by testing it on synthetic datasets consisting of a mixture of autoregressive process, finite sum of harmonics, and a linear trend, as well as real world datasets. Our empirical study shows that the proposed adaptive approach enhances the accuracy of imputation compared with the choice of a fixed matrix shape in 89% of the experiments. The improvement in performance is more significant in missing values …",1,"Adaptive approach for time series imputation using matrix estimation methods
A Alomar, A Alanqary, M Alsaleh, A Alfaris, D Shah - Submitted to the Pattern Recognition Letters
Cited by 1 Related articles",{'2021': 1},,,,,,,,,
Forecasting with alternative data,"Arnab Sarker, Ali Jadbabaie, Devavrat Shah",,,,,,"We introduce a simple mixture-based model for predicting cases and deaths in an epidemic. The model represents time series of cases and fatalities as a mixture of Gaussians. Empirically, we find it to have low prediction error on COVID-19 case data, 1 with best results when our model selection procedure identifies an appropriate number of Gaussian components. We provide a simple learning algorithm to identify model parameters from data and establish its efficacy theoretically. Furthermore, we show that such a model is the natural outcome of a stochastic process on a graph based on a mechanistic SIR framework. This allows the learned parameters to take on a meaningful interpretation that encodes behaviors, which can enable policy makers to better understand the progress of the pandemic.",0,"MIXTURES MATTER: INTERPRETABLE FORECASTING FOR EPIDEMICS
A Sarker, A Jadbabaie, D Shah
Related articles",{},,,,,,,,,
Estimation of skill distributions,Devavrat Shah,,,,,,"By Devavrat Shah, Professor of Electrical Engineering and Computer Science; Member, Laboratory for Information and Decision Sciences (LIDS), Institute for Data, System and Society (IDSS); Director, Statistics and Data Science Center (SDSC) eecs. mit. edu 2017 CONNECTOR research 33 the algorithm embodies the following time-tested insight: If your friend likes a new movie, and that friend’s tastes are similar to your own, you will likely enjoy the new movie as well. Such a simple, intuitive—or, may I say, social—algorithm has been used in practice successfully but with little understanding of why it works. Ultimately, the goal is to understand the Collaborative Filtering algorithm and, in the process, try to find ways to improve it—and, if feasible, achieve the best performance.
In our work [1], we have precisely addressed this question. We use the non-parametric model arising from exchangeability to study this …",0,"SOCIAL DATA PROCESSING
D Shah
Related articles",{},,,,,,,,,
Synthetic interventions,"Jonathan Perry, Hari Balakrishnan, Devavrat Shah",,,,,,"Flowtune Page 1 Jonathan Perry, Hari Balakrishnan and Devavrat Shah Flowtune Flowlet Control for Datacenter Networks Page 2 Software in the Datacenter Page 3 • Response Time: Productivity, Revenue, Reputation • microservices → develop → network is central deploy scale Software in the Datacenter Page 4 Traditional approach is packet-centric Switch Mechanisms Server Mechanisms Implicit Allocation Several RTT to converge Changes many components Page 5 Implicit Allocation Several RTT to converge Changes many components Allocate network resources • Explicitly (maximize utility) • Quickly, Consitently • Flexibly (in software) Page 6 Flowtune’s approach 1. Flowlet control send() ↔ flowlet 2. Logically centralized • Reduce RTT dependence Page 7 Example A B Allocator R2 R1 C Hadoop on Server A has data for B: Page 8 Example A → Allocator “Hadoop on A has data for B” A B Allocator R2 R1 C …",0,"Flowtune
J Perry, H Balakrishnan, D Shah
All 5 versions",{},,,,,,,,,
Stable reinforcement learning with unbounded state space,"Pravin N Matte, Dilip D Shah",,,,,,"Configuration bitstream in FPGA is specific to vendor. It is difficult to understand bitstream format and eventually impossible to know how bits are placed in LUTs, flip flop, multiplexer, input and output interconnection network in FPGA. Normally user is not interested in knowing internals of FPGA, however it is believed that by opening the internals of FPGA, development would become very fast as it is achieved by open source community. In this paper we have proposed a simplified methodology to map configuration bitstream to its programmable resources targeting Spartan-3A FPGA. A simple AND gate design implemented in VHDL under different constraints. Correlation between different locations of AND gate is established with frame address register, XDL file report, FPGA editor and device view in PlanAhead.",0,"Configuration Bitstream Mapping with Programmable Resources on Spartan-3A FPGA using XDL and FAR
PN Matte, DD Shah
Related articles",{},,,,,,,,,
Non-asymptotic analysis of monte carlo tree search,"Devavrat Shah, Anish Agarwal, Muhammad J Amjad, Dennis Shen",,,,,,Time Series Analysis via Matrix Estimation Page 1 Time Series Analysis via Matrix Estimation Devavrat Shah Anish Agarwal Muhammad J Amjad Dennis Shen Massachusetts Institute of Technology https://arxiv.org/pdf/1802.09064.pdf https://arxiv.org/pdf/1711.06940.pdf Page 2 Questions from Retail Question 1: Estimate demand (rate) for Umbrellas at Target store in Sunnyvale Question 2: Estimate future demand for Umbrellas at Target store in Sunnyvale Question 3: What would demand for Umbrellas at Target store in Sunnyvale be if we did (not) introduce the mobile checkout Page 3 Questions from Retail and Time Series Analysis Question 1: demand rate estimation estimating latent state of a time-series with missing values Question 2: future demand forecasting state of time-series using historical (+ other time-series) Question 3: demand with(out) intervention comparing with synthetic control for time-series of …,0,"Time Series Analysis via Matrix Estimation
D Shah, A Agarwal, MJ Amjad, D Shen
All 2 versions",{},,,,,,,,,
On multivariate singular spectrum analysis,"Devavrat Shah, Paolo Giaccone, Balaji Prabhakar",,,,,,"Randomized algorithms have proved particularly effective in providing good scalable solutions to problems where decisions need to be made within a limited amount of time and/or with little information. The main idea of randomized algorithms is simply stated: Basing decisions on a few randomly chosen samples is often a good surrogate for basing decisions with complete knowledge of the state. This paper is about the design of randomized algorithms for switdi scheduling. We begin by examining the difficulty of implementing wellknown deterministic solutions like the minimum weight matching algorithm, discuss a simple randomized proposed by Tassiulas [1], develop a suite of novel randomized algorithms, and discuss their theory and perfor-mance.",0,"An Efﬁcient Randomized Algorithm for Input-Queued Switch Scheduling
D Shah, P Giaccone, B Prabhakar
Related articles",{},,,,,,,,,
Two Burning Questions on COVID-19: Did shutting down the economy help? Can we (partially) reopen the economy without risking the second wave?,"Ravichandra Addanki, Mohammad Alizadeh, Shaileshh Bojja Venkatakrishnan, Devavrat Shah, Qiaomin Xie, Zhi Xu",,,,,,"AlphaGo Zero (AGZ) introduced a new {\em tabula rasa} reinforcement learning algorithm that has achieved superhuman performance in the games of Go, Chess, and Shogi with no prior knowledge other than the rules of the game. This success naturally begs the question whether it is possible to develop similar high-performance reinforcement learning algorithms for generic sequential decision-making problems (beyond two-player games), using only the constraints of the environment as the ``rules.'' To address this challenge, we start by taking steps towards developing a formal understanding of AGZ. AGZ includes two key innovations: (1) it learns a policy (represented as a neural network) using {\em supervised learning} with cross-entropy loss from samples generated via Monte-Carlo Tree Search (MCTS); (2) it uses {\em self-play} to learn without training data. We argue that the self-play in AGZ corresponds to learning a Nash equilibrium for the two-player game; and the supervised learning with MCTS is attempting to learn the policy corresponding to the Nash equilibrium, by establishing a novel bound on the difference between the expected return achieved by two policies in terms of the expected KL divergence (cross-entropy) of their induced distributions. To extend AGZ to generic sequential decision-making problems, we introduce a {\em robust MDP} framework, in which the agent and nature effectively play a zero-sum game: the agent aims to take actions to maximize reward while nature seeks state transitions, subject to the constraints of that environment, that minimize the agent's reward. For a challenging network scheduling domain …",0,"Understanding & Generalizing AlphaGo Zero
R Addanki, M Alizadeh, SB Venkatakrishnan, D Shah…
Related articles",{},,,,,,,,,
On reinforcement learning for turn-based zero-sum Markov games,Devavrat Shah,,,,,,"The classical alternating minimization (or projection) algorithm has been successful in the context of solving optimization problems over two variables or equivalently of finding a point in the intersection of two sets. The iterative nature and simplicity of the algorithm has led to its application to many areas such as signalprocessing, information theory, control, and finance.
A general set of sufficient conditions for the convergence and correctness of the algorithm is quite well-known when the underlying problem parametersare fixed. In many practical situations, however, the underlying problem parametersare changing over time, and theuse of an adaptive algorithm ismore appropriate. In this paper, we study such an adaptive version of the alternating minimization algorithm. As a main result of this paper, we provide a general set of sufficient conditions for the convergence and correctness of the adaptive algorithm …",0,"Adaptive Alternating Minimization Algorithms
D Shah
Related articles All 4 versions",{},,,,,,,,,
Method and apparatus for graph-based computing,"Michael Mitzenmacher, Jay-Kumar Sudararajan, Devavrat Shah, Muriel Medard, Joao Barros",,"Slides of a talk presented in London, downloaded from internet at www. eecs. harvard. edu/˜ michaelm/TALKS/London. ppt",35.0,,,"Network Coding Meets TCP Page 1 Network Coding Meets TCP Michael Mitzenmacher Joint work with Jay-Kumar Sudararajan, Devavrat Shah, Muriel Medard, Joao Barros Page 2 Network Coding • Packets can be encoded arbitrarily, not just by end nodes, but also by nodes within the network. – End-to-end codes a special case. • Standard example : butterfly network. Page 3 Butterfly Example • Want both bits to get to both y and z as quick as possible. – Delay, throughput. • Bottleneck at link from w to x. s t u y z w b1 b1 b1 b2 b2 b2 x Page 4 Butterfly Example • Want both bits to get to both y and z as quick as possible. – Delay, throughput. • Bottleneck at link from w to x. • Solution : encode by sending linear combination of bits. s t u y z w b1 b1 b1 b1 + b2 b2 b2 b2 x b1 + b2 b1 + b2 Page 5 Practice? • Will network coding achieve wide use in practice, or just a mathematical toy? – Jury is still out… but lots of believers. • …",1,"Network Coding Meets TCP
M Mitzenmacher, JK Sudararajan, D Shah, M Medard… - Slides of a talk presented in London, downloaded from …
Cited by 1 Related articles All 2 versions",{'2016': 1},,,,,,,,,
Estimation of skill distribution from a tournament,"Vivek Farias, Srikanth Jagabathula, Devavrat Shah",,,,,,"The central operational problem faced by managers is the prediction of revenues from various offer sets using the available historical sales data. Such revenue predictions form crucial inputs to assortment planning: deciding the “optimal” offer set with respect to a given objective (eg revenue) subject to various constraints (eg limited display or shelf space). Clearly, the offer set significantly impacts the choices made by the customers and, hence, the revenues and the margins seen by the seller. Therefore, it is the key decision problem, for instance, faced by retailers and has several variants depending on the desired objective and the imposed constraints. In all these variants, the key building block towards making such decisions is the procedure that estimates the revenue for a given offer set based on the historical sales data. Estimation of the revenues of a given offer set primarily requires two components:(1) prices of the products in the offer set and (2) the chance that a given product in the offer set is purchased by an incoming customer when the offer set is on display. Given prices of products, the revenue estimation boils down to predicting the share (fraction of sales) of each product in the offer set. This is challenging because of substitution behavior, where customers substitute an unavailable product with an available one. This makes the share observed for a product a combination of the primary demand for the product and the additional demand observed due to substitution. Clearly, capturing these substitution effects effectively is crucial to producing accurate revenue estimates.
Naturally, since revenue estimation is a question of great …",0,"Revenue Estimation under General Choice: Theoretical Guarantees and a Case Study
V Farias, S Jagabathula, D Shah
Related articles",{},,,,,,,,,
Is it luck or skill: establishing role of skill in mutual fund management and fantasy sports,"Munther Dahleh, Emilio Frazzoli, Alexandre Megretski, Sanjoy Mitter, Asuman Ozdaglar, Pablo Parrilo, Devavrat Shah",,,,,,"Cyber-Physical Systems (CPS) require the integration of a heterogeneous physical layer and a virtual global decision and control network, mediated by decentralized and distributed local sensing/actuation structures. Applications and instances of CPS are present in many diverse technological areas, including among others energy, transportation, telecommunications, environmental monitoring, biomedical and biological systems. Current CPS design suffers from many issues such as scalability, robustness, and performance satisfaction.
In such systems, direct information about the physical world is usually acquired through a number of local entities, which can be geographically extended (eg, nervous system, sensor networks), and are often of a heterogeneous nature (eg, temperature, audio, chemical). The operation and performance requirements are global in nature, and are often represented and expressed in terms of aggregate properties of the overall system (eg, degree of maneuverability of an airplane, survival, prediction of power outage). The management of such systems entails the integration between a physical layer, which includes the underlying physical system as well as the fixed architectural constraints, and a virtual layer which addresses the design of the information layer and the supporting decision protocols which is designed to achieve a global set of objectives. The information layer is designed to be flexible, reconfigurable, and modular in order to deal with dynamic uncertainty, complexity, and resource limitations in communication and computation, and as a result, its design is intertwined with the decision systems. In order …",0,"NSF Workshop in Cyber-Physical Systems
M Dahleh, E Frazzoli, A Megretski, S Mitter, A Ozdaglar…",{},,,,,,,,,
Sample efficient reinforcement learning via low-rank matrix estimation,"Y Wu, S Verdú, K Venkat, T Weissman, MS Rahman, AB Wagner, R Soundararajan, S Vishwanath, L Györfi, H Walk, S Yüksel, B Nazer, M Gastpar, SA Jafar, G Durisi, VI Morgenshtern, H Bölcskei, R Couillet, J Hoydis, M Debbah, F Tosato, M Sandell, I Andriyanova, E Soljanin, I Bergel, S Benedetto, O Ozel, S Ulukus, H Inaltekin, SV Hanly, K Huang, VKN Lau, P Razaghi, G Caire, U Niesen, D Shah, GW Wornell, L Jiang, M Leconte, J Ni, R Srikant, J Walrand, R Li, H Gangammanavar, A Eryilmaz, KAS Immink, X Zhang, PH Siegel, I Tamo, M Schwartz, SR Blackburn, T Etzion",,,,,,"Table of contents Page 1 AUGUST 2011 VOLUME 57 NUMBER 8 IETTAW (ISSN 0018-9448) PAPERS SHANNON THEORY Y. Wu and S. Verdú MMSE Dimension . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 4857 Y. Polyanskiy, HV Poor, and S. Verdú Minimum Energy to Send k Bits Through the Gaussian Channel With and Without Feedback . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 4880 Y. Polyanskiy, HV Poor, and S. Verdú Feedback in the Non-Asymptotic Regime . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 4903 N. Merhav Data Processing Theorems and the Second Law of Thermodynamics . . . . . . . . . . . . . . . . . . . . 4926 S. Bobkov and M. Madiman The Entropy Per Coordinate of a Random Vector is Highly Constrained Under Convexity Conditions . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . …",0,"SHANNON THEORY
Y Wu, S Verdú, K Venkat, T Weissman, MS Rahman…
All 2 versions",{},,,,,,,,,
Improvement in Satellite Images by Amalgam of Brovey and PCA Algorithm with Artificial Neural Network,"Vivek Farias, Srikanth Jagabathula, Devavrat Shah",,,,,,"A central push in operations models over the last decade has been the incorporation of models of customer choice. Real world implementations of many of these models face the formidable stumbling block of simply identifying the ‘right’model of choice to use. Thus motivated, we visit the following problem: For a ‘generic’model of consumer choice (namely, distributions over preference lists) and a limited amount of data on how consumers actually make decisions (such as marginal preference information), how may one predict revenues from offering a particular assortment of choices? We present a framework to answer such questions and design a number of tractable algorithms from a data and computational standpoint for the same. This paper thus takes the very first step towards ‘automating’the crucial task of selecting an appropriate choice model.",0,"A New Approach to Modeling Choice
V Farias, S Jagabathula, D Shah",{},,,,,,,,,
Model agnostic time series analysis via matrix estimation,"Lara Dolecek, Masood Qazi, Devavrat Shah, Anantha Chandrakasan",,,,,,"Breaking the Simulation Barrier: Breaking the Simulation Barrier: SRAM Evaluation Through Norm Minimization Page 1 Breaking the Simulation Barrier: Breaking the Simulation Barrier: SRAM Evaluation Through Norm Minimization Lara Dolecek Masood Qazi, Devavrat Shah, Anantha Chandrakasan Massachusetts Institute of Technology dolecek@mit edu dolecek@mit.edu 1 Page 2 Towards high-performance SRAMs ∎ Significant portion of ∎ Significant portion of chip area is dedicated to SRAM components. ❑ Need to increase the density while maintaining Penryn© microprocessor by Intel [George et al., ASSCC, 2007.] reliability: Probability of failure ll bl 10 6 per cell below 10-6 (with redundancy) 2 Page 3 Outline ∎ Motivation ❑ 6T SRAM cell stability ❑ 6T SRAM cell stability ∎ Background ❑ Monte Carlo and statistical simulation ❑ Monte Carlo and statistical simulation ∎ Norm-Minimization Importance Sampling …",0,"Breaking the Simulation Barrier: Breaking the Simulation Barrier: SRAM Evaluation Through Norm Minimization
L Dolecek, M Qazi, D Shah, A Chandrakasan
All 2 versions",{},,,,,,,,,
Forecasting with alternative data,"PRAKASH PATIL, SHAH DILIP, SHRIKANT BODHE",,,,,,"The future short range wireless communication in an indoor environment jncludes the nondirected Infrared (IR) Wireless communication. It is essential since there is a tremendous growth of bigger residential and commercial complexes. Also, nowadays use of portable devices such as LAPTOP, PDA etc. has been increased and the connectivity to such devices is the must without any interruption. In indoor environment both the transmitter and receiver are located inside the room. An empty rectangular is considered for the simulation purpose. The major interest in this simulation deals with the diffuse configuration (Non-directed Non-LOS) of the transmitter and the receiver.
The IR wireless channel modeling is performed with multipath IR signals transmitted by the IR Transmitter and received by the receiver after multiple reflections from the reflecting surfaces such as ceiling, floor walls etc. Impulse response is the fundamental predictor of IR channel modeling and it is characterized by using Monte Carlo simulation. This paper estimates the mean received power and variance for different statistical distributions such as Rician, Gamma and Nakagami derived from histograms curve fitting for various receiver heights and radii. in time domain approach.",0,"PERFORMANCE ANALYSIS OF NONDIRECTED IR WIRELESS CHANNEL IN INDOOR ENVIRONMENT USING STATISTICAL DISTRIBUTION..
P PATIL, S DILIP, S BODHE
Related articles All 2 versions",{},,,,,,,,,
Nearest neighbors for matrix estimation interpreted as blind regression for latent variable model,"BORIS ETTINGER, STEVEN N EVANS, ALEXANDRU HENING, PIERRE E JACOB, ROBIN J RYDER, D SHAH, JN TSITSIKLIS, Y ZHONG, J THEODORE COX, EDWIN A PERKINS, SERGEY FOSS, JAMES B MARTIN, PHILIPP SCHMIDT, S VALÈRE BITSEKI PENDA, HACÈNE DJELLOUT, ARNAUD GUILLIN, STÉPHANE LE BORGNE, FLORENT MALRIEU, PIERRE-ANDRÉ ZITT",,,,,,"Killed Brownian motion with a prescribed lifetime distribution and models of default BORIS ETTINGER, STEVEN N. EVANS AND ALEXANDRU HENING 1 The Wang–Landau algorithm reaches the flat histogram criterion in finite time PIERRE E. JACOB AND ROBIN J. RYDER 34 The fundamental theorem of asset pricing, the hedging problem and maximal claims in financial markets with short sales prohibitions.................. SERGIO PULIDO 54 Qualitative properties of α-fair policies in bandwidth-sharing networks D. SHAH, JN TSITSIKLIS AND Y. ZHONG 76 A Gibbs sampler on the n-simplex.................................... AARON SMITH 114 Minimising MCMC variance via diffusion limits, with an application to simulated tempering....... GARETH O. ROBERTS AND JEFFREY S. ROSENTHAL 131 A complete convergence theorem for voter model perturbations J. THEODORE COX AND EDWIN A. PERKINS 150 Long-range last …",0,"THE ANNALS
B ETTINGER, SN EVANS, A HENING, PE JACOB…
All 2 versions",{},,,,,,,,,
Dataset completion,"EJ Candès, T Tao, T Abualrub, A Ghrayeb, N Aydin, I Siap, S Bouyuklieva, A Malevich, W Willems, M Gadouleau, Z Yan, JY Hyun, HFF Lu, C Hollanti, J Luo, Y Tang, H Wang, J Muramatsu, S Miyake, T Wadayama, J Wang, J Yin, H Zhang, G Ge, S Jin, MR McKay, C Zhong, KK Wong, SP Kotagiri, JN Laneman, N Levy, S Shamai, U Niesen, P Gupta, D Shah, A Zaidi, L Vandendorpe, JA Adell, A Lekuona, Y Yu, Y Polyanskiy, HV Poor, S Verdú",,,,,,"Table of contents Page 1 MAY 2010 VOLUME 56 NUMBER 5 IETTAW (ISSN 0018-9448) PAPERS Matrix Completion EJ Candès and T. Tao The Power of Convex Relaxation: Near-Optimal Matrix Completion 2053 Coding Theory and Techniques T. Abualrub, A. Ghrayeb, N. Aydin, and I. Siap On the Construction of Skew Quasi-Cyclic Codes 2081 S. Bouyuklieva, A. Malevich, and W. Willems Automorphisms of Extremal Self-Dual Codes 2091 M. Gadouleau and Z. Yan Packing and Covering Properties of Subspace Codes for Error Control in Random Linear Network Coding 2097 JY Hyun A Bound on Equitable Partitions of the Hamming Space 2109 A. (A.) Jiang, M. Schwartz, and J. Bruck Correcting Charge-Constrained Errors in the Rank-Modulation Scheme 2112 H.-FF Lu and C. Hollanti Optimal Diversity Multiplexing Tradeoff and Code Constructions of Some Constrained Asymmetric MIMO Systems 2121 J. Luo, Y. …",0,"Matrix Completion
EJ Candès, T Tao, T Abualrub, A Ghrayeb, N Aydin…",{},,,,,,,,,
Entity tracking,"ANTOINE GLORIA, FELIX OTTO, DEVAVRAT SHAH, JINWOO SHIN, JOCELYNE BION-NADAL, MAGALI KERVAREC, PETER IMKELLER, ANTHONY RÉVEILLAC, ANJA RICHTER, MARCEL NUTZ",,,,,,"An optimal variance estimate in stochastic homogenization of discrete elliptic equations ANTOINE GLORIA AND FELIX OTTO 779 A new characterization of Talagrand’s transport-entropy inequalities and applications NATHAEL GOZLAN, CYRIL ROBERTO AND PAUL-MARIE SAMSON 857 Central limit theorems for random polygons in an arbitrary convex set.... JOHN PARDON 881 A continuous semigroup of notions of independence between the classical and the free one FLORENT BENAYCH-GEORGES AND THIERRY LÉVY 904 Poisson representations of branching Markov and measure-valued branching processes THOMAS G. KURTZ AND ELIANE R. RODRIGUES 939 Discrepancy, chaining and subgaussian processes............... SHAHAR MENDELSON 985 On extrema of stable processes................................ ALEXEY KUZNETSOV 1027 A construction of the rough path above fractional Brownian motion using …",0,"THE ANNALS
A GLORIA, F OTTO, D SHAH, J SHIN, J BION-NADAL…
All 2 versions",{},,,,,,,,,
