Title,Authors,Publication date,Journal,Volume,Issue,Publisher,Description,Total citations,Scholar articles,Citation Count,Pages,Book,Conference,Source,Institution,Inventors,Patent office,Application number,Report number
Interaction Effect of Different Nitrogen and Seed Rate Levels on Sweet Sorghum Feedstuff,"H SINGH, S SINGH, SL JAIN",1971/9/21,Chemischer Informationsdienst. Organische Chemie,2,38,WILEY‐VCH Verlag GmbH,"Kondensation von β‐Aminocrotonsäureäthylester (IV) mit 2‐Isothiocyanato‐2‐methylpentan‐4‐on (III) führt nicht, wie von anderen Autoren an analog aufgebauten Verbindungen gefunden wurde, über das postulierte Zwischenprodukt (II) zu dem heterocyclischen Achtring (I), sondern in 80‐90% igerAusbeute zum Mercaptodihydropyrimidin (V).",0,"RK. VON BETA‐AMINOCROTONSAEUREAETHYLESTERN UND ISOTHIOCYANATEN, EINE EINSCHRAENKUNG
H SINGH, S SINGH, SL JAIN - Chemischer Informationsdienst. Organische Chemie, 1971",{},no-no,,,,,,,,
SwitchNet: Learning to switch for word-level language identification in code-mixed social media text,"S Singh, RE Schlagenhauff",1971,Neurol India,,,,"Pressure palsy of accessory nerve (clinical and electromyographical evaluation after unsuccessful hanging). | Neurol India; 1971 Sep; 19(3): 122-5 | IMSEAR loading Conteúdo principal 1 Busca 2 Rodapé 3 +A A -A Alto contraste Portal Regional da BVS Informação e Conhecimento para a Saúde português español english français Localizar descritor de assunto Busca Avançada EVID@Easy Pesquisar 1.Home 2.Pesquisa 3.Pressure palsy of accessory nerve (clinical and electromyographical evaluation after unsuc Pressure palsy of accessory nerve (clinical and electromyographical evaluation after unsuccessful hanging). Singh, S; Schlagenhauff, RE. Neurol India ; 1971 Sep; 19(3): 122-5 Artigo em Inglês | IMSEAR | ID: sea-120826 Assuntos Nervo Acessório/lesões; Adulto; Eletromiografia; Humanos; Masculino; Síndromes de Compressão Nervosa/etiologia; Condução Nervosa; Paralisia/etiologia; Doenças do …",7,"Pressure palsy of accessory nerve (clinical and electromyographical evaluation after unsuccessful hanging).
S Singh, RE Schlagenhauff - Neurol India, 1971
Cited by 7 Related articles All 3 versions",{},,,,,,,,,
A Hybrid Machine Transliteration Model Based on Multi-source Encoder–Decoder Framework: English to Manipuri,"S Singh, BM Gangwar",1971,Journal of the Indian Society of Soil Science,19,2,Indian Society of Soil Science,"The investigations regarding elementary composition of humic acids indicated a variation in ash, carbon, nitrogen, hydrogen and methoxyl contents and CEC of humic acids obtained from upland and lowland surface soils. SiO2, Al2O3 and Fe2O3 have been found to be the main constituents of the ash of humic acids. Lowland soil humic acids have been found to be more humified than those of the corresponding upland soil indicating thereby the effect of topography or drainage. On the other hand, parent material does not indicate any remarkable effect on composition and properties of humic acids.",2,"A Study on Humic Acid Composition of the Vindhyan Soils of Mirzapur
S Singh, BM Gangwar - Journal of the Indian Society of Soil Science, 1971
Cited by 2 Related articles All 3 versions",{},167-170,,,,,,,,
Chart classification: an empirical comparative study of different learning models,"S Singh, H Ram",1971,Indian J Agric Chem,4,1,,,6,"A comparative study on pond and adjoining cultivated soils
S Singh, H Ram - Indian J Agric Chem, 1971
Cited by 6 Related articles",{},13-20,,,,,,,,
English-Manipuri Machine Translation: An empirical study of different Supervised and Unsupervised Methods,"KS Gill, AS Randhawa, S Singh",1971,Progr Farming,,,,"Calendar of operations for wheat cultivation in Punjab FAO_logo AGRIS home-icon English Español Français العربية 中文 Русский Journal Article Journal Article Calendar of operations for wheat cultivation in Punjab [1971] Gill, KS; Randhawa, AS; Singh, S.; Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo From the journal Progr Farming Bibliographic information Language: English Type: Journal Article In AGRIS since: 2013 Start Page: 5 End Page: 7 All titles: ""Calendar of operations for wheat cultivation in Punjab""@eng Loading... Translate with Google Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo Save as: AGRIS_AP RIS EndNote(XML) About AGRIS Contribute Services Acceptable use policy Contact Us Bibliographic information Language: English Type: Journal Article In AGRIS since: 2013 Start Page: 5 End Page: 7 …",0,"Calendar of operations for wheat cultivation in Punjab
KS Gill, AS Randhawa, S Singh - Progr Farming, 1971",{},,,,,,,,,
Manipuri-English Cross-lingual Word Embeddings using a Temporally Aligned Comparable Corpus,S Singh,1971,Progr Farming,,,,"Increase cotton production with Cycocel FAO_logo AGRIS home-icon English Español Français العربية 中文 Русский Journal Article Journal Article Increase cotton production with Cycocel [1971] Singh, S.; Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo From the journal Progr Farming Bibliographic information Language: English Type: Journal Article In AGRIS since: 2013 Start Page: 19 End Page: 20 All titles: ""Increase cotton production with Cycocel""@eng Loading... Translate with Google Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo Save as: AGRIS_AP RIS EndNote(XML) About AGRIS Contribute Services Acceptable use policy Contact Us Bibliographic information Language: English Type: Journal Article In AGRIS since: 2013 Start Page: 19 End Page: 20 All titles: ""Increase cotton production with Cycocel""@eng …",0,"Increase cotton production with Cycocel
S Singh - Progr Farming, 1971",{},,,,,,,,,
Synonymy Expansion Using Link Prediction Methods: A Case Study of Assamese WordNet,"S Singh, KS Chela, MS Bajwa, BS Chahal, MS Kang",1971,Progr Farming,,,,,0,"Farm operations this month
S Singh, KS Chela, MS Bajwa, BS Chahal, MS Kang - Progr Farming, 1971
All 2 versions",{},,,,,,,,,
Challenges in chart image classification: A comparative study of different deep learning methods,S Singh,1971,Progr Farming,,,,,0,"Wheat revolution in Punjab
S Singh - Progr Farming, 1971",{},,,,,,,,,
Manipuri-English machine translation using comparable corpus,"KS Chela, S Singh",1971,Progr Farming,,,,"Choose your crop rotation FAO_logo AGRIS home-icon English Español Français العربية 中文 Русский Journal Article Journal Article Choose your crop rotation [1971] Chela, KS; Singh, S.; Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo From the journal Progr Farming Bibliographic information Language: English Type: Journal Article In AGRIS since: 2013 Start Page: 11 End Page: 12 All titles: ""Choose your crop rotation""@eng Loading... Translate with Google Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo Save as: AGRIS_AP RIS EndNote(XML) About AGRIS Contribute Services Acceptable use policy Contact Us Bibliographic information Language: English Type: Journal Article In AGRIS since: 2013 Start Page: 11 End Page: 12 All titles: ""Choose your crop rotation""@eng …",0,"Choose your crop rotation
KS Chela, S Singh - Progr Farming, 1971",{},,,,,,,,,
Empirical study of sentiment analysis tools and techniques on societal topics,"RL Gupta, S Singh",1971,Indian Sugar Calcutta,,,,"Control of whitefly by some modern insecticides in Uttar Pradesh FAO_logo AGRIS home-icon English Español Français العربية 中文 Русский Journal Article Journal Article Control of whitefly by some modern insecticides in Uttar Pradesh [1971] Gupta, RL; Singh, S.; Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo From the journal Indian Sugar Calcutta Bibliographic information Language: English Type: Journal Article In AGRIS since: 2013 Start Page: 83 End Page: 86 All titles: ""Control of whitefly by some modern insecticides in Uttar Pradesh""@eng Other: ""Includes references."" Loading... Translate with Google Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo Save as: AGRIS_AP RIS EndNote(XML) About AGRIS Contribute Services Acceptable use policy Contact Us Bibliographic information Language: English Type: Journal Article In AGRIS since: 2013 Start …",0,"Control of whitefly by some modern insecticides in Uttar Pradesh
RL Gupta, S Singh - Indian Sugar Calcutta, 1971",{},,,,,,,,,
Predicting emotion dynamics sequence on Twitter via deep learning approach,"JP Agrawal, S Singh",1971,Indian farming,,,,"Improved package of practices for dryland wheat FAO_logo AGRIS home-icon English Español Français العربية 中文 Русский Journal Article Journal Article Improved package of practices for dryland wheat [1971] Agrawal, JP; Singh, S.; Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo From the journal Indian farming ISSN : 0019-4786 Bibliographic information Language: English Type: Journal Article In AGRIS since: 2013 Start Page: 19, 25. All titles: ""Improved package of practices for dryland wheat""@eng Loading... Translate with Google Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo Save as: AGRIS_AP RIS EndNote(XML) About AGRIS Contribute Services Acceptable use policy Contact Us Bibliographic information Language: English Type: Journal Article In AGRIS since: 2013 Start Page: 19, 25. All titles: ""Improved package of practices for dryland wheat""@…",0,"Improved package of practices for dryland wheat
JP Agrawal, S Singh - Indian farming, 1971",{},,,,,,,,,
Sentiment analysis of tweets using heterogeneous multi-layer network representation and embedding,"MS Vaidya, S Singh, RP Pandey",1971,Indian Sugar Calcutta,,,,"new promising variety of sugarcane Co. 678 for Western Madhya Pradesh (Jaora Sugar Factory zone) FAO_logo AGRIS home-icon English Español Français العربية 中文 Русский Journal Article Journal Article new promising variety of sugarcane Co. 678 for Western Madhya Pradesh (Jaora Sugar Factory zone) [1971] Vaidya, MS; Singh, S.; Pandey, RP; Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo From the journal Indian Sugar Calcutta Bibliographic information Language: English Type: Journal Article In AGRIS since: 2013 Start Page: 27, 22. All titles: ""new promising variety of sugarcane Co. 678 for Western Madhya Pradesh (Jaora Sugar Factory zone)""@eng Loading... Translate with Google Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo Save as: AGRIS_AP RIS EndNote(XML) About AGRIS Contribute Services Acceptable use policy Contact Us …",0,"new promising variety of sugarcane Co. 678 for Western Madhya Pradesh (Jaora Sugar Factory zone)
MS Vaidya, S Singh, RP Pandey - Indian Sugar Calcutta, 1971",{},,,,,,,,,
Towards implementing fast and scalable network intrusion detection system using entropy based discretization technique,"AS Sohi, S Singh",1970,Labdev Journal of Science and Technology,,3,,"Flata ferrugata F. and Unnata intracta (Wlk.) were found causing a severe infestation of grape vines at Abohar, Punjab, in September 1968. These Flatids had not previously been recorded as pests of this crop in India.",3,"New pests of grape-vines.
AS Sohi, S Singh - Labdev Journal of Science and Technology, 1970
Cited by 3 Related articles",{},,,,,,,,,
Effect of class imbalance in heterogeneous network embedding: An empirical study,"GN Misra, RS Pandey, S Singh",1970,Indian Sugar,19,,,"Experiments to evaluate the effects on sugar cane of 4 leguminous intercrops used as green manure in situ were conducted for 3 crop seasons. The intercrops suppressed tiller production, particularly in the first year when the intercrops were turned under unduly late at the age of 110 days. The sugar cane yields were also adversely affected in that year, whereas in the next 2 seasons, when the intercrops were turned under at 67 and 76 days, respectively, both cane and gur yields were higher than from sugar cane grown alone, particularly when the intercrop was guar [Cyamopsis tetra-gonoloba]. The quality of gur also was improved after intercropping in the last 2 seasons.-Sugarcane Res. Stat., Shahjahanpur.",1,"Green manuring in standing sugarcane.
GN Misra, RS Pandey, S Singh - Indian Sugar, 1970
Cited by 1 Related articles All 2 versions",{'2006': 1},817-20,,,,,,,,
Emotion dynamics of public opinions on twitter,"S SINGH, R KUMAR",1970/1/1,,17,3,AMER MATHEMATICAL SOC,,0,"PRINCIPAL IDEALS AND PRIME POWERS
S SINGH, R KUMAR - NOTICES OF THE AMERICAN MATHEMATICAL …, 1970",{},564-&,,NOTICES OF THE AMERICAN MATHEMATICAL SOCIETY,,,,,,
SHE: Sentiment hashtag embedding through multitask learning,"MS Shrivastava, KP Gupta, SP Singh",1970,Indian journal of agronomy,,,,"note on response of wheat to micronutrients FAO_logo AGRIS home-icon English Español Français العربية 中文 Русский Journal Article Journal Article note on response of wheat to micronutrients [1970] Shrivastava, MS; Gupta, KP; Singh, SP; Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo From the journal Indian journal of agronomy Bibliographic information Language: English Type: Journal Article In AGRIS since: 2013 Start Page: 74 End Page: 75 All titles: ""note on response of wheat to micronutrients""@eng Loading... Translate with Google Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo Save as: AGRIS_AP RIS EndNote(XML) About AGRIS Contribute Services Acceptable use policy Contact Us Bibliographic information Language: English Type: Journal Article In AGRIS since: 2013 Start Page: 74 End Page: 75 …",0,"note on response of wheat to micronutrients
MS Shrivastava, KP Gupta, SP Singh - Indian journal of agronomy, 1970",{},,,,,,,,,
Network sampling using k-hop random walks for heterogeneous network embedding,"Kumar Satyendra, SP Singh",1970,Balwant Vidyapeeth Journal of Agricultural & Scientific Research,9,l,,"Eleven characters were studied in 20 strains obtained from the United States Department of Agriculture. CI1426, a yellow-seeded variety, produced the highest seed yield and had the most branches and capsules per plant and many seeds per capsule. CI378 had the largest and heaviest seed and the largest capsules. The tall variety Normal 126 produced the highest yield of fibre.",0,"Studies in American flax-I. Performance of some American flax strains at Bichpuri.
K Satyendra, SP Singh - Balwant Vidyapeeth Journal of Agricultural & Scientific …, 1970",{},49-56,,,,,,,,
Prioritized Named Entity Driven LDA for Document Clustering,"S Kumar, SP Singh",1970,Balwant Vidyapeeth J Agr Sci Res,,,,"cytoplasmic male sterile jowar FAO_logo AGRIS home-icon English Español Français العربية 中文 Русский Journal Article Journal Article cytoplasmic male sterile jowar [1970] Kumar, S.; Singh, SP; Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo From the journal Balwant Vidyapeeth J Agr Sci Res Bibliographic information Language: English Type: Journal Article In AGRIS since: 2013 Start Page: 39 End Page: 40 All titles: ""cytoplasmic male sterile jowar""@eng Loading... Translate with Google Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo Save as: AGRIS_AP RIS EndNote(XML) About AGRIS Contribute Services Acceptable use policy Contact Us Bibliographic information Language: English Type: Journal Article In AGRIS since: 2013 Start Page: 39 End Page: 40 All titles: ""cytoplasmic male sterile jowar&quo…",0,"cytoplasmic male sterile jowar
S Kumar, SP Singh - Balwant Vidyapeeth J Agr Sci Res, 1970",{},,,,,,,,,
On applying meta-path for network embedding in mining heterogeneous DBLP network,"Satyendra Kumar, SP Singh",1970,Balwant Vidyapeeth Journal of Agricultural & Scientific Research,10,1,,"Nine characters were recorded for 20 varieties. Significant positive correlations were obtained between seed yield/plant and branch number or number of capsules/plant; between flower size and seed size, 1000-seed weight or capsule size; between seed size and 1000-seed weight or capsule size; between 1000-seed weight and capsule number; between fibre yield and plant height; and between capsule number and branch number. Significant negative correlations were obtained between 1000-seed weight and number of seeds per capsule, and between branch number and plant height.[Cf. XLI, 3371].",0,"Studies in American flax-II. Correlation studies.
S Kumar, SP Singh - Balwant Vidyapeeth Journal of Agricultural & Scientific …, 1970
Related articles All 2 versions",{},34-40,,,,,,,,
Influence of social conversational features on language identification in highly multilingual online conversations,"HP Tripathi, SP Singh, RR Singh",1970,Balwant Vidyapeeth J Agr Sci Res,,,,"Effect of moisture regimes and nitrogen levels under different plant populations on hybrid maize, grown in summer season FAO_logo AGRIS home-icon English Español Français العربية 中文 Русский Journal Article Journal Article Effect of moisture regimes and nitrogen levels under different plant populations on hybrid maize, grown in summer season [1970] Tripathi, HP; Singh, SP; Singh, RR; Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo From the journal Balwant Vidyapeeth J Agr Sci Res Bibliographic information Language: English Type: Journal Article In AGRIS since: 2013 Start Page: 1 End Page: 6 All titles: ""Effect of moisture regimes and nitrogen levels under different plant populations on hybrid maize, grown in summer season""@eng Loading... Translate with Google Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo Save as: AGRIS_AP RIS EndNote(…",0,"Effect of moisture regimes and nitrogen levels under different plant populations on hybrid maize, grown in summer season
HP Tripathi, SP Singh, RR Singh - Balwant Vidyapeeth J Agr Sci Res, 1970",{},,,,,,,,,
Word level language identification in Assamese-Bengali-Hindi-English code-mixed social media text,"RP Yadav, SP Singh",1970,Balwant Vidyapeeth J Agr Sci Res,,,,"Preliminary performance studies in pearl-millet FAO_logo AGRIS home-icon English Español Français العربية 中文 Русский Journal Article Journal Article Preliminary performance studies in pearl-millet [1970] Yadav, RP; Singh, SP; Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo From the journal Balwant Vidyapeeth J Agr Sci Res Bibliographic information Language: English Type: Journal Article In AGRIS since: 2013 Start Page: 41 End Page: 45 All titles: ""Preliminary performance studies in pearl-millet""@eng Loading... Translate with Google Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo Save as: AGRIS_AP RIS EndNote(XML) About AGRIS Contribute Services Acceptable use policy Contact Us Bibliographic information Language: English Type: Journal Article In AGRIS since: 2013 Start Page: 41 End Page: 45 All titles: …",0,"Preliminary performance studies in pearl-millet
RP Yadav, SP Singh - Balwant Vidyapeeth J Agr Sci Res, 1970",{},,,,,,,,,
Transliteration of english loanwords and named-entities to manipuri: Phoneme vs grapheme representation,"Kumar Satyendra, SP Singh",1970,Agra University Journal of Research (Science),19,1,,"In trials with 20 oilseed flax cv. introduced from the USA, seed yield/plant was positively correlated with number of branches and capsules/plant, seed size and 1000-seed weight. Fibre yield was positively correlated with height.",2,"Correlation studies in some exotic varieties of linseed (Linum usitatissimum).
K Satyendra, SP Singh - Agra University Journal of Research (Science), 1970
Cited by 2 Related articles All 2 versions",{},21-25,,,,,,,,
Exploiting reciprocity toward link prediction,S Singh,1970,Sugarcane Pathologists' Newsletter,5,,,"A single mutant obtained at IARI, New Delhi by y-irradiation of CO 997 setts proved highly resistant to Glomerella tucumanensis.",2,"Chronic gamma irradiation induced resistance to red rot disease in Sugarcane var. Co 997.
S Singh - Sugarcane Pathologists' Newsletter, 1970
Cited by 2 Related articles All 3 versions",{},,,,,,,,,
Temporal link prediction in multi-relational network,"BS Sandhu, S Singh",1970,Progr Farming,,,,"Nitrogenous fertilisers boost cotton yield FAO_logo AGRIS home-icon English Español Français العربية 中文 Русский Journal Article Journal Article Nitrogenous fertilisers boost cotton yield [1970] Sandhu, BS; Singh, S.; Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo From the journal Progr Farming Bibliographic information Language: English Type: Journal Article In AGRIS since: 2013 Start Page: 2 End Page: 3 All titles: ""Nitrogenous fertilisers boost cotton yield""@eng Loading... Translate with Google Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo Save as: AGRIS_AP RIS EndNote(XML) About AGRIS Contribute Services Acceptable use policy Contact Us Bibliographic information Language: English Type: Journal Article In AGRIS since: 2013 Start Page: 2 End Page: 3 All titles: …",0,"Nitrogenous fertilisers boost cotton yield
BS Sandhu, S Singh - Progr Farming, 1970",{},,,,,,,,,
Mining heterogeneous terrorist attack network using personalized PageRank,"KS Chela, S Singh",1970,Progr Farming,,,,"Leaders on front are leaders on farms FAO_logo AGRIS home-icon English Español Français العربية 中文 Русский Journal Article Journal Article Leaders on front are leaders on farms [1970] Chela, KS; Singh, S.; Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo From the journal Progr Farming Bibliographic information Language: English Type: Journal Article In AGRIS since: 2013 Start Page: 9 End Page: 10 All titles: ""Leaders on front are leaders on farms""@eng Loading... Translate with Google Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo Save as: AGRIS_AP RIS EndNote(XML) About AGRIS Contribute Services Acceptable use policy Contact Us Bibliographic information Language: English Type: Journal Article In AGRIS since: 2013 Start Page: 9 End Page: 10 All titles: ""Leaders on front are l…",0,"Leaders on front are leaders on farms
KS Chela, S Singh - Progr Farming, 1970",{},,,,,,,,,
Tillage and nutrient management modules for increased growth and productivity of wheat (Triticum aestivum L.),"GL Munshi, S Singh, R Singh",1970,Indian Journal of Entomology,32,4,,"Larvae of Euproctis (Portbesia) xanthorrhoea (Koll.) were found infesting rice in Jammu for the first time in 1968. The early stages of the Lymantriid were found at the end of August or beginning of September, one month after the rice had been transplanted, and the peak population was observed in September-October.",1,"A new record of Porthesia xanthorrhoea Koller (Lymantriidae: Lepidoptera) on paddy in Jammu, J & K State.
GL Munshi, S Singh, R Singh - Indian Journal of Entomology, 1970
Cited by 1 Related articles All 2 versions",{'1977': 1},,,,,,,,,
Effect of language independent transcribers on spoken language identification for different Indian languages,S Singh,1970,Indian farming,,,,"Green fodder preservation in Uttar Pradesh FAO_logo AGRIS home-icon English Español Français العربية 中文 Русский Journal Article Journal Article Green fodder preservation in Uttar Pradesh [1970] Singh, S.; Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo From the journal Indian farming ISSN : 0019-4786 Bibliographic information Language: English Type: Journal Article In AGRIS since: 2013 Start Page: 43 End Page: 45 All titles: ""Green fodder preservation in Uttar Pradesh""@eng Loading... Translate with Google Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo Save as: AGRIS_AP RIS EndNote(XML) About AGRIS Contribute Services Acceptable use policy Contact Us Bibliographic information Language: English Type: Journal Article In AGRIS since: 2013 Start Page: 43 End Page: 45 All titles: …",0,"Green fodder preservation in Uttar Pradesh
S Singh - Indian farming, 1970",{},,,,,,,,,
Word polarity detection using syllable features for manipuri language,S Singh,1969,Progr Farming,,,,"Agricultural finance--a realistic outlook FAO_logo AGRIS home-icon English Español Français العربية 中文 Русский Journal Article Journal Article Agricultural finance--a realistic outlook [1969] Singh, S.; Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo From the journal Progr Farming Bibliographic information Language: English Type: Journal Article In AGRIS since: 2013 Start Page: 3 End Page: 6 All titles: ""Agricultural finance--a realistic outlook""@eng Loading... Translate with Google Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo Save as: AGRIS_AP RIS EndNote(XML) About AGRIS Contribute Services Acceptable use policy Contact Us Bibliographic information Language: English Type: Journal Article In AGRIS since: 2013 Start Page: 3 End Page: 6 All titles: ""Agricultural finance--a realistic outlook""@eng …",0,"Agricultural finance--a realistic outlook
S Singh - Progr Farming, 1969",{},,,,,,,,,
Automatic pause marking for speech synthesis,S Singh,1969,Progr Farming,,,,"You can grow tomatoes as they do in California FAO_logo AGRIS home-icon English Español Français العربية 中文 Русский Journal Article Journal Article You can grow tomatoes as they do in California [1969] Singh, S.; Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo From the journal Progr Farming Bibliographic information Language: English Type: Journal Article In AGRIS since: 2013 Start Page: 35 End Page: 37 All titles: ""You can grow tomatoes as they do in California""@eng Loading... Translate with Google Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo Save as: AGRIS_AP RIS EndNote(XML) About AGRIS Contribute Services Acceptable use policy Contact Us Bibliographic information Language: English Type: Journal Article In AGRIS since: 2013 Start Page: 35 End Page: 37 All titles: ""You can grow tomatoes as they do in California""@eng …",0,"You can grow tomatoes as they do in California
S Singh - Progr Farming, 1969",{},,,,,,,,,
Effect of planting date on incidence of early blight (Alternaria Solanai) and yield of potato due to climate change,"OA Okorie, S Singh",1968/10/31,,,CONF-670502-,"Southern Univ., Baton Rouge, La. Dept. of Physics; Howard Univ., Washington, DC",Subject: N33120*-Physics (Solid State)-Physical Properties; CARRIERS; DEPOSITS; ELECTRIC PROPERTIES; ELECTRICITY; EVAPORATION; FILMS; OPTICAL PROPERTIES; THICKNESS; VACUUM; YTTERBIUM; YTTERBIUM/optical properties of thin films of; YTTERBIUM/electric properties of thin films of,0,"OPTICAL AND ELECTRICAL PROPERTIES OF YTTERBIUM THIN FILMS.
OA Okorie, S Singh - 1968",{},,,,,,,,,
Automatic syllabification for manipuri language,SR Singh,1968/8/1,International Journal of Pest Management A,14,3,Taylor & Francis Group,"Insecticide Trials Against Rice Planthoppers, Nilaparvata Lugens, 1967 Page 1 August 1968 RESEARCH COMMUElICATIONS 416 6. ror DDT Routine spraying may commence early in the season since low temperatures in the cool season mean that loss by volatilization is slow, particularly 7. Ehdosulrim should not be further considered as a residual insecticide. 8. cultles, indicates that the economics or the use of gangs or spray men with hapsacks may be worthy .of reconsideration. 9. prori table. The large proportion of the emitted spray which falls out when using the Plate/Unlmog machine, along with other fattors such as malntenance ditri- The indications or somewhat better kill rrom the lear-and-twig rieid spraying suggest that rurther studies on resting sites for fly would be 10. where Conditions or terrain etc. are suitable. ?he successful outcome of the alrspray trial, conriming the technique used in Tanzania, …",0,"Insecticide Trials Against Rice Planthoppers, Nilaparvata Lugens, 1967
SR Singh - International Journal of Pest Management A, 1968",{},415-416,,,,,,,,
Generating Manipuri English pronunciation dictionary using sequence labelling problem,"S Singh, BM Gangwar",1968,Indian Soc Soil Sci J,,,,"Forms of inorganic phosphorus in the Vindhyan soils of Mirzapur FAO_logo AGRIS home-icon English Español Français العربية 中文 Русский Journal Article Journal Article Forms of inorganic phosphorus in the Vindhyan soils of Mirzapur [1968] Singh, S.; Gangwar, BM; Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo From the journal Indian Soc Soil Sci J Bibliographic information Language: English Type: Journal Article In AGRIS since: 2013 Start Page: 383 End Page: 389 All titles: ""Forms of inorganic phosphorus in the Vindhyan soils of Mirzapur""@eng Other: ""Bibliography: p. 389."" Loading... Translate with Google Access the full text NOT AVAILABLE Lookup at Google Scholar google-logo Save as: AGRIS_AP RIS EndNote(XML) About AGRIS Contribute Services Acceptable use policy Contact Us Bibliographic information Language: English Type: Journal Article In AGRIS since: 2013 …",2,"Forms of inorganic phosphorus in the Vindhyan soils of Mirzapur
S Singh, BM Gangwar - Indian Soc Soil Sci J, 1968
Cited by 2 Related articles",{'2013': 1},,,,,,,,,
Personalised pagerank as a method of exploiting heterogeneous network for counter terrorism and homeland security,"RP Malhotra, SB Khurana, S Singh",1967,J Indian Med Assoc,,,,"Clinical trial with 2-guanidinomethyl (1,4) benzodioxan in hypertension. | J Indian Med Assoc; 1967 Jan; 48(2): 69-74 | IMSEAR loading Conteúdo principal 1 Busca 2 Rodapé 3 +A A -A Alto contraste Portal Regional da BVS Informação e Conhecimento para a Saúde português español english français Localizar descritor de assunto Busca Avançada EVID@Easy Pesquisar 1.Home 2.Pesquisa 3.Clinical trial with 2-guanidinomethyl (1,4) benzodioxan in hypertension. Clinical trial with 2-guanidinomethyl (1,4) benzodioxan in hypertension. Malhotra, RP; Khurana, SB; Singh, S. J Indian Med Assoc ; 1967 Jan; 48(2): 69-74 Artigo em Inglês | IMSEAR | ID: sea-102864 Assuntos Adulto; Idoso; Feminino; Guanetidina/uso terapêutico; Humanos; Hipertensão/tratamento farmacológico; Hipertensão Renal/tratamento farmacológico; Masculino; Pessoa de Meia-Idade Texto completo Adicionar na Minha BVS Imprimir XML …",0,"Clinical trial with 2-guanidinomethyl (1, 4) benzodioxan in hypertension.
RP Malhotra, SB Khurana, S Singh - J Indian Med Assoc, 1967
All 3 versions",{},,,,,,,,,
A time aware method for predicting dull nodes and links in evolving networks for data cleaning,"OA OKORIE, S SINGH",1967,1967.,,,,,0,"The optical and electrical properties of ytterbium thin films(Optical and electrical properties of ytterbium thin films)
OA OKORIE, S SINGH - 1967., 1967",{},581-590,,,,,,,,
Influence of edge weight on node proximity based link prediction methods: an empirical analysis,"S Singh, ML Gupta",1966,The Journal of Scientific Research,17,2,,"Usar soils were collected both from cultivated and virgin sites having poor as well as good surface drainage conditions. Total phosphorus in the drained soils averaged 905 ppm in the surface horizons and 805 ppm in the sub horizons while in the poorly drained soils it averaged 488 ppm on the surfaee and inc-reased down the profile to the extent of 1118 ppm. The virgin profiles contained inore total phosphorus than the cultivated ones. The average values of surface horizons of virgin and cult-ivated profiles were 1157 and 635 ppm for drained and 615 and 403 ppm for poorly drained profiles respectively. The organic P as percent of total P was more in surface horizons and decreased with depth. The organic P was low in well drained soil than in poorly drained soils, the amount being 5.2 and 7.0 percent of the total respectively. The cultivated profiles contained more organic P both in poor and well drained conditions than the virgin ones, the average values expressed as percent of total P of virgin and cultivated soils were 7.1 and 3.3 for drained and 9.0 and 4.1 for poorly drained profiles resp. cti-vely.
The organic phosphorus persent in soil organic matter plays an important role in providing the growing crops atleast a part of their phosphate. The amounts and proportions of this form vary widely. Thompson et al (195-1) and Williams and Steinbergs (1958) reported that P content of the organic matter tended to be lower when the pH was above 7. Many workers have",0,"Communicated by Dr. Sant singh
S Singh, ML Gupta - The Journal of Scientific Research, 1966
Related articles",{},234,,,,,,,,
