Title,Authors,Publication date,Journal,Volume,Issue,Publisher,Description,Total citations,Scholar articles,Citation Count,Pages,Inventors,Patent office,Application number,Patent number,Conference,Institution,Book,Source
mrsc: Multi-dimensional robust synthetic control,"Supratim Deb, Devavrat Shah, Sanjay Shakkottai",2006/3/22,,,,IEEE,"Scheduling in an input buffered switch can be viewed as repeated matching (corresponding to once every time slot) in a bipartite graph. It has been shown that scheduling algorithms based on maximum weight matching (MWM) with queue-lengths as the weights, leads to excellent performance in terms of throughput and delay. However, computing MWM using a strongly polynomial time algorithm requires O(n 3 ) operations in an ntimesn switch. The main motivation for this paper comes from the following two observations: (1) The weights of edges (packets in buffer) change only a little between successive time slots, thus changing the weight of the MWM only by a small amount; (2) Under MWM algorithm, the average queue-sizes are small. The main difficulty in utilizing these properties comes from the fact that small changes in weights can change the matching arbitrarily, thus making it hard for current popular …",41,"Fast matching algorithms for repetitive optimization: An application to switch scheduling
S Deb, D Shah, S Shakkottai - 2006 40th Annual Conference on Information Sciences …, 2006
Cited by 41 Related articles All 10 versions",{},1266-1271,,,,,2006 40th Annual Conference on Information Sciences and Systems,,,
Zorro: A Model Agnostic System to Price Consumer Data,"Kyomin Jung, Devavrat Shah",2006/3/13,,,,IEEE,"Distributed computation of average is essential for many tasks such as estimation, eigenvalue computation, scheduling in the context of wireless sensor and ad-hoc networks. The wireless communication imposes the gossip constraint: each node can communicate with at most one other node at a given time. Recent interest in emerging wireless sensor network has led to exciting developments in the context of gossip algorithms for averaging. Most of the known algorithms are iterative and based on certain reversible random walk on the network graph. Subsequently, the running time of algorithm is affected by the diffusive nature of reversible random walk. For example, they take Ω(n 2 ) time to compute average on a simple path or ring graph of n nodes. In contrast, an optimal (simple) centralized algorithm takes [unk](n) time to compute average in a path. This raises the following questions: is it possible for a …",14,"Fast gossip via non-reversible random walk
K Jung, D Shah - 2006 IEEE Information Theory Workshop-ITW'06 Punta …, 2006
Cited by 14 Related articles All 8 versions",{},67-71,,,,,2006 IEEE Information Theory Workshop-ITW'06 Punta del Este,,,
Application of Fusion Technique and Support Vector Machine for Identifying Specific Vegetation Type,"Kyomin Jung, Devavrat Shah",2006,Proceedings of the 2006 Information Theory and Applications Workshop,,,,"The main reason behind the complexity of codingdecoding scheme is the randomness in the source or channel noise. We model source or channel noise as pseudo-random to study the limitation of coding-decoding schemes in the presence of an adversary. In this adverserial model, we characterize the limitations of computationally bounded source and channel coding-decoding schemes in terms of classical Information theoretic quantities such as shannon capacity and entropy. It is well-known that from a small amount of truly random bits, a very large amount of pseudo-random bits can be generated (under certain hypothesis). Subsequently, we find that in our adverserial model with computationally bounded schemes, the channel capacity becomes arbitrarily smaller compared to the classical shannon capacity or compressible source becomes incompressible. As a byproduct, our results will lead to novel (negative) characterization of pseudo-random generators.",1,"On computationally bounded adversarial capacity
K Jung, D Shah - Proceedings of the 2006 Information Theory and …, 2006
Cited by 1 Related articles All 4 versions",{'2010': 1},,,,,,,,,
Model agnostic highdimensional error-in-variable regression,"AE Gamal, James Mammen, Balaji Prabhakar, Devavrat Shah",2005/9/4,,,,IEEE,"In previous work (2004), we characterized the optimal throughput-delay trade-off in static wireless networks as D(n) = Theta(nT(n)), where D(n) and T(n) are the average packet delay and throughput in a network of n nodes, respectively. While this trade-off captured the essential network dynamics, packets needed to scale down with the network size. In this ""fluid model"", no buffers were required. Due to this packet scaling, D(n) did not correspond to the average delay per bit. That led to the question whether the trade-off remains the same when the packet size is kept constant, which necessitates buffers and packet scheduling in the network. In this paper, we answer this question in the affirmative by showing that the optimal throughput-delay trade-off is still D(n) = Theta(nT(n)), where now D(n) is the average delay per bit. Packets of constant size necessitate the use of buffers in the network, which in turn requires …",14,"Throughput-delay scaling in wireless networks with constant-size packets
AE Gamal, J Mammen, B Prabhakar, D Shah - … . International Symposium on Information Theory, 2005 …, 2005
Cited by 14 Related articles All 11 versions",{},1329-1333,,,,,"Proceedings. International Symposium on Information Theory, 2005. ISIT 2005.",,,
Asynchronous approximation of a single component of the solution to a linear system,"Mohsen Bayati, Devavrat Shah, Mayank Sharma",2005/9/4,,,,IEEE,"The max-product ""belief propagation"" algorithm is an iterative, local, message passing algorithm for finding the maximum a posteriori (MAP) assignment of a discrete probability distribution specified by a graphical model. Despite the spectacular success of the algorithm in many application areas such as iterative decoding and computer vision which involve graphs with many cycles, theoretical convergence results are only known for graphs which are tree-like or have a single cycle. In this paper, we consider a weighted complete bipartite graph and define a probability distribution on it whose MAP assignment corresponds to the maximum weight matching (MWM) in that graph. We analyze the fixed points of the max-product algorithm when run on this graph and prove the surprising result that even though the underlying graph has many short cycles, the maxproduct assignment converges to the correct MAP …",148,"Maximum weight matching via max-product belief propagation
M Bayati, D Shah, M Sharma - … . International Symposium on Information Theory, 2005 …, 2005
Cited by 148 Related articles All 13 versions","{'2008': 1, '2009': 2, '2010': 8, '2011': 13, '2012': 10, '2013': 13, '2014': 10, '2015': 12, '2016': 9, '2017': 8, '2018': 13, '2019': 10, '2020': 7, '2021': 7, '2022': 6, '2023': 6}",1763-1767,,,,,"Proceedings. International Symposium on Information Theory, 2005. ISIT 2005.",,,
Time Series Predict DB.,"Ritesh Madan, Devavrat Shah",2005/9,"Allerton Conference on Comm., Cont., and Comp",,,,"Gupta and Kumar (2000) studied capacity scaling in random wireless networks with n nodes under the protocol interference model. They showed that the per source-destination pair capacity scales as Θ (1/√ n log n) when n distinct random source-destination pairs communicate simultaneously. For the same setup, El Gamal, Mammen, Prabhakar and Shah (2004) showed that the delay scales as Θ (√ n/log n). It is surprising that such precise scaling laws can be obtained for this model. At first, such results may seem as an artifact of the network topology, traffic model and interference model. In this paper, we establish capacity and delay scaling laws for a general network topology, interference model, and traffic model. These scaling laws arise inherently due to the underlying combinatorial structure of the problem.
There are two main contributions of this paper. Our first contribution is the derivation of capacity-delay scaling laws in terms of spectral properties of the wireless network using results of Leighton and Rao (1988), Diaconis and Stroock (1991), and Sinclair (1992). By representing a wireless network in terms of an appropriate capacitated graph, we determine precise (ie upper and lower bound) capacity scaling in terms of the maximal min-cut capacity over a class of graphs. Next, we establish delay scaling using very simple techniques. Our methods apply to general fixed and mobile network models. As a special case, we recover the results of Gupta and Kumar (2000), El Gamal, Mammen, Prabhakar and Shah (2004), Grossglauser and Tse (2002) and Diggavi, Grossglauser and Tse (2003). The second contribution is the derivation of …",10,"Capacity-delay scaling in arbitrary wireless networks
R Madan, D Shah - Allerton Conference on Comm., Cont., and Comp, 2005
Cited by 10 Related articles All 2 versions",{},,,,,,,,,
On robustness of principal component regression,Devavrat Shah,2005/8/23,arXiv preprint cs/0508097,,,,"The Max Product (MP) is a local, iterative, message passing style algorithm that has been developed for finding the maximum a posteriori (MAP) assignment of discrete probability distribution specified by a graphical model. The scope of application of MP is vast and in particular it can serve as a heuristic to solve any combinatorial optimization problem. Despite the success of MP algorithm in the context of coding and vision, not much has been theoretically understood about the correctness and convergence of MP.
The Maximum Weight Independent Set (MWIS) and Maximum Weight Matching (MWM) are classically well studied combinatorial optimization problems. A lot of work has been done to design efficient algorithms for finding MWIS and MWM. In this paper, we study application of MP algorithm for MWIS and MWM for sparse random graphs: G (n, c/n) and Gr (n), which are n node random graphs with parameter c and r respectively. We show that when weights (node or edge depending on MWIS or MWM) are assigned independently according to exponential distribution, the MP algorithm converges and finds correct solution for a large range of parametric value c and r. In particular, we show that for any ǫ> 0, for large enough n, the MP becomes 1+ ǫ competitive with probability at least 1− ǫ. Our results build upon the results of Gamarnik, Nowicki and Swirscsz (2005), which established local optimality property of MWIS and MWM for sparse random graphs.",6,"Max product for max-weight independent set and matching
D Shah - arXiv preprint cs/0508097, 2005
Cited by 6 Related articles All 8 versions",{},,,,,,,,,
On reinforcement learning using Monte Carlo tree search with supervised learning: Non-asymptotic analysis,"Sujay Sanghavi, Devavrat Shah",2005/8/23,arXiv preprint cs/0508097,,,,"We investigate the question of tightness of linear programming (LP) relaxation for finding a maximum weight independent set (MWIS) in sparse random weighted graphs. We show that an edge-based LP relaxation is asymptotically tight for Erdos-Renyi graph for and random regular graph for when node weights are i.i.d. with exponential distribution of mean 1. We establish these results, through a precise relation between the tightness of LP relaxation and convergence of the max-product belief propagation algorithm. We believe that this novel method of understanding structural properties of combinatorial problems through properties of iterative procedure such as the max-product should be of interest in its own right.",9,"Tightness of lp via max-product belief propagation
S Sanghavi, D Shah - arXiv preprint cs/0508097, 2005
Cited by 9 Related articles All 5 versions",{},,,,,,,,,
Implicit feedback policies for COVID-19: why “zero-COVID” policies remain elusive,"Yashar Ganjali, Abtin Keshavarzian, Devavrat Shah",2005/8/22,IEEE/ACM Transactions on Networking,13,4,IEEE,"Input Queued (IQ) switches have been well studied in the past two decades by researchers. The main problem concerning IQ switches is scheduling the switching fabric in order to transfer packets from input ports to output ports. Scheduling is relatively easier when all packets are of the same size. However, in practice, packets are of variable length. In the current implementation of switches, variable length packets are segmented into fixed length packets-also knowns as cells-for the purpose of scheduling. However, such cell-based switching comes with some significant disadvantages: (a) loss of bandwidth due to the existence of incomplete cells; and (b) additional overhead of segmentation of packets and re-assembly of cells. This is a strong motivation to study packet-based scheduling, i.e., scheduling the transfer of packets without segmenting them. The problem of packet scheduling was first considered by …",27,"Cell switching versus packet switching in input-queued switches
Y Ganjali, A Keshavarzian, D Shah - IEEE/ACM Transactions on Networking, 2005
Cited by 27 Related articles All 13 versions",{},782-789,,,,,,,,
Matrix Estimation for Individual Fairness,"Damon Mosk-Aoyama, Devavrat Shah",2005/4/8,,504029,,,"We study distributed algorithms, also known as gossip algorithms, for information dissemination in an arbitrary connected network of nodes. Distributed algorithms have applications to peer-to-peer, sensor, and ad hoc networks, in which nodes operate under limited computational, communication, and energy resources. These constraints naturally give rise to “gossip” algorithms: schemes in which nodes repeatedly communicate with randomly chosen neighbors, thus distributing the computational burden across all the nodes in the network. We analyze the information dissemination problem under the gossip constraint for arbitrary networks, and find that the information dissemination time of a gossip algorithm is strongly related to the isoperimetric properties of the underlying graph. This characterization allows us to formulate the problem of fastest information dissemination algorithm as a concave maximization problem over the convex set of graph-conformant doubly stochastic matrices. Next, we use these results for two seemingly unrelated important questions: distributed averaging and coding based information dissemination. For averaging, we analyze an algorithm based on a classic result of Flajolet and Martin [7]. Information dissemination based on coding was introduced by Deb and Médard [6]. They showed the virtue of coding by analyzing a coding algorithm for a complete graph. Although their scheme generalizes to arbitrary graphs, the analysis does not. We present an analysis of this algorithm for arbitrary graphs and find that for a large class of graphs, such as grid-like graphs, coding-based algorithms do not seem to improve performance.",19,"Information dissemination via gossip: Applications to averaging and coding
D Mosk-Aoyama, D Shah - 2005
Cited by 19 Related articles All 3 versions","{'2005': 1, '2006': 5, '2007': 2, '2008': 5, '2009': 2, '2010': 3, '2011': 1}",,,,,,,,,
Counterfactual Identifiability of Bijective Causal Models,"Paolo Giaccone, Emilio Leonardi, Devavrat Shah",2005/3/13,,2,,IEEE,"The advent of packet networks has motivated many researchers to study the performance of networks of queues in the last decade or two. However, most of the previous work assumes the availability of infinite queue-size. Instead, in this paper, we study the maximal achievable throughput in a flow-controlled lossless network with finite-queue size. In such networks, throughput depends on the packet scheduling policy utilized. As the main of this paper, we obtain a dynamic scheduling policy that achieves the maximal throughput (equal to the maximal throughput in the presence of infinite queue-size) with a minimal finite queue-size at the internal nodes of the network. Though the performance of the policy is ideal, it is quite complex and hence difficult to implement. This leads us to a design of simpler and possibly implementable policy. We obtain a natural trade-off between throughput and queue-size for this policy …",41,"On the maximal throughput of networks with finite buffers and its application to buffered crossbars
P Giaccone, E Leonardi, D Shah - Proceedings IEEE 24th Annual Joint Conference of the …, 2005
Cited by 41 Related articles All 5 versions",{},971-980,,,,,Proceedings IEEE 24th Annual Joint Conference of the IEEE Computer and Communications Societies.,,,
Synthetic A/B Testing using Synthetic Interventions,"Stephen P Boyd, Arpita Ghosh, Balaji Prabhakar, Devavrat Shah",2005/1/22,,,,,"A geometric random graph, Gd (n, r), is formed as follows: place n nodes uniformly at random onto the surface of the d-dimensional unit torus and connect nodes which are within a distance r of each other. The Gd (n, r) has been of great interest due to its success as a model for ad-hoc wireless networks. It is well known that the connectivity of Gd (n, r) exhibits a threshold property: there exists a constant αd such that for any ϵ> 0, for rd< αd (1− ϵ) log n/n the Gd (n, r) is not connected with high probability1 and for rd> αd (1+ ϵ) log n/n the Gd (n, r) is connected whp. In this paper, we study mixing properties of random walks on Gd (n, r) for rd (n)= ω (log n/n). Specifically, we study the scaling of mixing times of the fastest-mixing reversible random walk, and the natural random walk. We find that the mixing time of both of these random walks have the same scaling laws and scale proportional to r− 2 (for all d). These results hold for Gd (n, r) when distance is defined using any Lp norm. Though the results of this paper are not so surprising, they are nontrivial and require new methods.
To obtain the scaling law for the fastest-mixing reversible random walk, we first explicitly characterize the fastest-mixing reversible random walk on a regular (grid-type) graph in d dimensions. We subsequently use this to bound the mixing time of the fastest-mixing random walk on Gd (n, r). In the course of our analysis, we obtain a tight relation between the mixing time of the fastest-mixing symmetric random walk and the fastest-mixing reversible random walk with a specified equilibrium distribution on an arbitrary graph.",109,"Mixing Times for Random Walks on Geometric Random Graphs.
SP Boyd, A Ghosh, B Prabhakar, D Shah - ALENEX/ANALCO, 2005
Cited by 109 Related articles All 9 versions","{'2007': 2, '2008': 5, '2009': 5, '2010': 10, '2011': 8, '2012': 9, '2013': 11, '2014': 7, '2015': 5, '2016': 7, '2017': 5, '2018': 4, '2019': 4, '2020': 7, '2021': 2, '2022': 5}",240-249,,,,,ALENEX/ANALCO,,,
EVENT PREDICTION,"A El Gamal, J Mammen, B Prabhakar, D Shah",2005,,,,unpublished,,3,"Optimal Throughput-Delay Trade-off in Wireless Networks–Part I: The Fluid Model
A El Gamal, J Mammen, B Prabhakar, D Shah - 2005
Cited by 3 Related articles",{},,,,,,,,,
Robust Max Entrywise Error Bounds for Tensor Estimation from Sparse Observations via Similarity Based Collaborative Filtering,"HA Waisanen, D Shah, MA Dahleh",2005,"43rd Annual Allerton Conf. on Communcation, Control, and Computing",,,,,3,"Control reduces delay in mobile wireless networks
HA Waisanen, D Shah, MA Dahleh - 43rd Annual Allerton Conf. on Communcation, Control …, 2005
Cited by 3 Related articles","{'2006': 2, '2007': 1}",,,,,,,,,
Systems and methods for synthetic interventions,Devavrat D Shah,2005,,,,,"This thesis addresses the design and analysis of implementable high-performance algorithms for high speed data networks, such as the Internet. Our focus is on designing scheduling algorithms for crossbar switches. We exhibit a natural tradeoff between implementational simplicity and goodness of performance for scheduling algorithms operating in very high speed switches. Our goal will be to resolve this tradeoff using novel design methods which involve randomization on the one hand; and to develop new methods to analyze the performance of these algorithms on the other. Along these lines, this thesis has two main parts.",9,"Randomization and heavy traffic theory: new approaches to the design and analysis of switch algorithms
DD Shah - 2005
Cited by 9 Related articles All 3 versions",{},,,,,,,Stanford University,,
Doubly robust nearest neighbors in factor models,"Stephen Boyd, Arpita Ghosh, Balaji Prabhakar, Devavrat Shah",2004/12/14,,5,,IEEE,"We study the distributed averaging problem on an arbitrary network with a gossip constraint, which means that no node communicates with more than one neighbour in every time slot. We consider algorithms which are linear iterations, where each iteration is described by a random matrix picked i.i.d. from some distribution. We derive conditions that this distribution must satisfy so that the sequence of iterations converges to the vector of averages in different senses. We then analyze a simple asynchronous randomized gossip algorithm for averaging, and show that the problem of optimizing the parameters of this algorithm for fastest convergence is a semi-definite program. Finally we study the relation between Markov chains and the averaging problem, and relate the averaging time of the algorithm to the mixing time of a related Markov chain on the graph.",86,"Analysis and optimization of randomized gossip algorithms
S Boyd, A Ghosh, B Prabhakar, D Shah - 2004 43rd IEEE Conference on Decision and Control …, 2004
Cited by 86 Related articles All 8 versions","{'2007': 1, '2008': 1, '2009': 5, '2010': 10, '2011': 7, '2012': 9, '2013': 2, '2014': 8, '2015': 7, '2016': 13, '2017': 3, '2018': 2, '2019': 2, '2020': 1, '2021': 2, '2022': 4}",5310-5315,,,,,2004 43rd IEEE Conference on Decision and Control (CDC)(IEEE Cat. No. 04CH37601),,,
Model Agnostic Time Series Analysis Via Matrix Estimation,"Neha Kumar, Rong Pan, Devavrat Shah",2004/11/29,,3,,IEEE,"In recent years, several high-throughput low-delay scheduling algorithms have been designed for input-queued (IQ) switches, assuming admissible traffic. In this paper, we focus on queueing systems that violate admissibility criteria. We show that in a single-server system with multiple queues, the longest queue first (LQF) policy disallows a fair allocation of service rates. We also describe the duality shared by LQF's rate allocation and a fair rate allocation. In general, we demonstrate that the rate allocation performed by the maximum weight matching (MWM) scheduling algorithm in overloaded IQ switches is unfair. We attribute this to the lack of coordination between admission control and scheduling, and propose fair scheduling algorithms that minimize delay for nonoverloaded queues.",21,"Fair scheduling in input-queued switches under inadmissible traffic
N Kumar, R Pan, D Shah - IEEE Global Telecommunications Conference, 2004 …, 2004
Cited by 21 Related articles All 7 versions",{},1713-1717,,,,,"IEEE Global Telecommunications Conference, 2004. GLOBECOM'04.",,,
On counterfactual inference with unobserved confounding,"James Mammen, Devavrat Shah",2004/6/27,,,,IEEE,"In this paper, we study the delay scaling for a mobile network with 1-D mobility restriction and show, that the delay scales as /spl Theta/(/spl radic/n/v(n)). Thus, this particular mobility restriction does not affect the throughput or the delay performance of the network.",6,"Throughput and delay in random wireless networks: 1-D mobility is just as good as 2-D
J Mammen, D Shah - … Symposium onInformation Theory, 2004. ISIT 2004 …, 2004
Cited by 6 Related articles All 9 versions",{},440,,,,,"International Symposium onInformation Theory, 2004. ISIT 2004. Proceedings.",,,
Iterative collaborative filtering for sparse matrix estimation,"AE Gamal, James Mammen, Balaji Prabhakar, Devavrat Shah",2004/6/27,,,,IEEE,"The random network model assumed in this paper is a generalization of the model that incorporates transmission energy consumption. The throughput, delay and energy-per-bit for a communication scheme are related through the scheme's average transmission range, i.e., average hop distance is considered. For mobile networks, the same model with additional feature that each node moves with velocity according to an independent Brownian motion is considered.",24,"Throughput-delay trade-off in energy constrained wireless networks
AE Gamal, J Mammen, B Prabhakar, D Shah - … Symposium onInformation Theory, 2004. ISIT 2004 …, 2004
Cited by 24 Related articles All 11 versions",{},439,,,,,"International Symposium onInformation Theory, 2004. ISIT 2004. Proceedings.",,,
Event prediction,"P Gupta, D Shah",2004,Ghai Essential Pediatrics. 6th ed. New Delhi: CBS Publishers & Distributors,,,,,8,"Protein Energy Malnutrition
P Gupta, D Shah - Ghai Essential Pediatrics. 6th ed. New Delhi: CBS …, 2004
Cited by 8 Related articles",{},101-118,,,,,,,,
Network Synthetic Interventions: A Framework for Panel Data with Network Interference,"Paolo Giaccone, Emilio Leonardi, Balaji Prabhakar, Devavrat Shah",2004/1/1,Performance Evaluation,55,1-2,North-Holland,"The speedup of a switch is the factor by which the switch, and hence the memory used in the switch, runs faster compared to the line rate. In high-speed switches, line rates are already touching limits at which memory can operate. In this scenario, it is very important for a switch to run at as low a speedup as possible. In the past, it has been shown that 100% throughput can be achieved for any admissible traffic for an input queued (IQ) switch [IEEE Trans. Commun. 47 (8) (1999) 1260; The throughput of data switches with and without speedup, in: Proceedings of the IEEE INFOCOM’00, vol. 2, Tel Aviv, Israel, March 2000, pp. 556–564] at speedup 1. This gives finite average delays but does not guarantee control on packet delays. In [IEEE J. Sel. Areas Commun. 17 (6) (1999) 1030], authors show that a combined input–output queued (CIOQ) switch can emulate perfectly an output queued (OQ) switch at a speedup of 2 …",12,"Delay bounds for combined input–output switches with low speedup
P Giaccone, E Leonardi, B Prabhakar, D Shah - Performance Evaluation, 2004
Cited by 12 Related articles All 8 versions",{},113-128,,,,,,,,
Model agnostic time series analysis via matrix estimation,"Stephen Boyd, Arpita Ghosh, Balaji Prabhakar, Devavrat Shah",2004,,,,,"Motivated by applications to sensor and ad hoc networks, we study distributed algorithms for passing information and for computing averages in an arbitrarily connected network of nodes. Our work draws upon and contributes to a growing body of literature in three areas:(i) Distributed averaging algorithms, as formulated in Kempe, Dobra and Gehrke (2003),(ii) geometric random graph models for large networks of sensors, as put forth in Gupta and Kumar (2000), and (iii) the fastest mixing Markov chain on a graph, as studied recently in Boyd, Diaconis and Xiao (2003).
For distributed averaging algorithms, we show that the averaging time, Tave, is related to the mixing time of an appropriate Markov chain on the network connectivity graph. In particular, we£ rst show that the averaging time of any algorithm is lower bounded as Tave= Ω (log n+ Tmix), where Tmix is the mixing time of the Markov chain associated with the algorithm. Given a Markov chain on the graph, we then derive an averaging algorithm whose averaging time achieves this lower bound. Further, the performance of our algorithm remains the same even if nodes are operating asynchronously.",35,"Gossip and mixing times of random walks on random graphs
S Boyd, A Ghosh, B Prabhakar, D Shah - 2004
Cited by 35 Related articles All 2 versions",{},,,,,,,,,
Causal imputation via synthetic interventions,Devavrat Shah,2003/12/1,,6,,IEEE,"In high-speed switches the input queued (IQ) architecture is very popular due to its low memory-bandwidth requirement compared to the output queued (OQ) switch architecture, which is extremely desirable in terms of performance but requires very high memory-bandwidth. In the past decade researchers and industry people have been trying hard to find good scheduling algorithm for IQ switches. The two main performance criteria for a scheduling algorithm are: (i) throughput, and (ii) delay. There has been a lot of research done to find throughput of scheduling algorithms, but a little has been known about delay performance of algorithms. This paper mainly studies the delay properties of a class of scheduling algorithms known as maximal matching algorithms. It has been known that maximum weight matching (MWM) scheduling algorithm provides the maximum possible throughput, also denoted as 100 …",37,"Maximal matching scheduling is good enough
D Shah - … Global Telecommunications Conference (IEEE Cat. No …, 2003
Cited by 37 Related articles All 6 versions",{},3009-3013,,,,,GLOBECOM'03. IEEE Global Telecommunications Conference (IEEE Cat. No. 03CH37489),,,
Gradient Descent for Low-Rank Functions,"Gagan Aggarwal, Rajeev Motwani, Devavrat Shah, An Zhu",2003/10/11,,,,IEEE,"The essence of an Internet router is an n /spl times/ n switch which routes packets from input to output ports. Such a switch can be viewed as a bipartite graph with the input and output ports as the two vertex sets. Packets arriving at input port i and destined for output port j can be modeled as an edge from i to j. Current switch scheduling algorithms view the routing of packets at each time step as a selection of a bipartite matching. We take the view that the switch scheduling problem across a sequence of time-steps is an instance of the edge coloring problem for a bipartite multigraph. Implementation considerations lead us to seek edge coloring algorithms for bipartite multigraphs that are fast, decentralized, and online. We present a randomized algorithm which has the desired properties, and uses only a near-optimal /spl Delta/ + o(/spl Delta/) colors on dense bipartite graphs arising in the context of switch scheduling …",40,"Switch scheduling via randomized edge coloring
G Aggarwal, R Motwani, D Shah, A Zhu - 44th Annual IEEE Symposium on Foundations of …, 2003
Cited by 40 Related articles All 8 versions","{'2008': 2, '2009': 3, '2010': 1, '2011': 2, '2012': 5, '2013': 2, '2014': 4, '2015': 1, '2016': 2, '2017': 1, '2018': 1, '2019': 4, '2020': 3, '2021': 1, '2022': 5, '2023': 2}",502-512,,,,,"44th Annual IEEE Symposium on Foundations of Computer Science, 2003. Proceedings.",,,
On multivariate singular spectrum analysis and its variants,"Paolo Giaccone, Balaji Prabhakar, Devavrat Shah",2003/10,PROCEEDINGS OF THE ANNUAL ALLERTON CONFERENCE ON COMMUNICATION CONTROL AND COMPUTING,41,1,The University; 1998,"Energy is a precious resource in wireless networks. This fact has motivated much work on minimizing energy consumption and a large conclusion of such work is that there is a natural trade-off between energy consumption and the other traditional performance metrics: throughput and delay. This paper tries to understand this trade-off in the context of scheduling algorithms. We consider a speci£ c type of network, a switch network, that captures most of the physical layer transmission constraints of a generic wireless network. Using the switch network we consider the following two problems:(i) designing maximum throughput minimum energy scheduling policies, and (ii) designing maximum throughput minimum delay scheduling policies. Combining the results of these problems leads us to a delay constrained, maximum throughput, minimum energy policy. This policy characterizes the trade-off between throughput …",3,"Energy constrained wireless switching
P Giaccone, B Prabhakar, D Shah - … OF THE ANNUAL ALLERTON CONFERENCE ON …, 2003
Cited by 3 Related articles",{},584-593,,,,,,,,
Time Varying Regression with Hidden Linear Dynamics,"DD Shah, Nimish Dixit, R Vijaya",2003/7/1,Optical Fiber Technology,9,3,Academic Press,"Numerical calculations have been carried out to study the characteristics of a multi-channel optical source capable of delivering (i) picosecond pulses with 10 GHz repetition rate at 16 different wavelengths and (ii) at least 16 channel multi-wavelength single mode CW output with precise 40 GHz channel spacing for application to fiber communication. In the first scheme, the pulse characteristics like power variation, pulse width and de-synchronization across the 16 demultiplexed channels are numerically investigated. The pulse width is observed to be almost constant (∼13 ps) in all the channels. The suitability of dispersion flattened fiber and dispersion shifted fiber as supercontinuum fiber is analyzed from the viewpoint of power variation and de-synchronization. In the second scheme a negligible power variation is observed across the 16 CW channels. The advantage of the proposed scheme lies in obtaining easy …",6,"A multi-wavelength optical source for synchronous and asynchronous data transfer at a minimum of 16× 10 Gbps
DD Shah, N Dixit, R Vijaya - Optical Fiber Technology, 2003
Cited by 6 Related articles All 4 versions",{},149-158,,,,,,,,
"Regret, stability & fairness in matching markets with bandit learners","Paolo Giaccone, Balaji Prabhakar, Devavrat Shah",2003/5/7,IEEE Journal on Selected Areas in Communications,21,4,IEEE,"The aggregate bandwidth of a switch is its port count multiplied by its operating line rate. We consider switches with high-aggregate bandwidths; for example, a 30-port switch operating at 40 Gb/s or a 1000-port switch operating at 1 Gb/s. Designing high-performance schedulers for such switches with input queues is a challenging problem for the following reasons: (1) high performance requires finding good matchings; (2) good matchings take time to find; and (3) in high-aggregate bandwidth switches there is either too little time (due to high line rates) or there is too much work to do (due to a high port count). We exploit the following features of the switching problem to devise simple-to-implement, high-performance schedulers for high-aggregate bandwidth switches: (1) the state of the switch (carried in the lengths of its queues) changes slowly with time, implying that heavy matchings will likely stay heavy over a …",137,"Randomized scheduling algorithms for high-aggregate bandwidth switches
P Giaccone, B Prabhakar, D Shah - IEEE Journal on Selected Areas in Communications, 2003
Cited by 137 Related articles All 8 versions","{'2007': 1, '2008': 2, '2009': 9, '2010': 10, '2011': 15, '2012': 9, '2013': 11, '2014': 10, '2015': 5, '2016': 5, '2017': 7, '2018': 4, '2019': 11, '2020': 8, '2021': 8, '2022': 4}",546-559,,,,,,,,
Evaluation of individual and ensemble probabilistic forecasts of COVID-19 mortality in the United States,"Yashar Ganjali, Abtin Keshavarzian, Devavrat Shah",2003/3/30,,3,,IEEE,"Input Queued (IQ) switches have been very well studied in the recent past. The main problem in the IQ switches concerns scheduling. The main focus of the research has been the fixed length packet-known as cells-case. The scheduling decision becomes relatively easier for cells compared to the variable length packet case as scheduling needs to be done at a regular interval of fixed cell time. In real traffic dividing the variable packets into cells at the input side of the switch and then reassembling these cells into packets on the output side achieve it. The disadvantages of this cell-based approach are the following: (a) bandwidth is lost as division of a packet may generate incomplete cells, and (b) additional overhead of segmentation and reassembling cells into packets. This motivates the packet scheduling: scheduling is done in units of arriving packet sizes and in nonpreemptive fashion. In M.A. Marsan et al. (2001 …",37,"Input queued switches: cell switching vs. packet switching
Y Ganjali, A Keshavarzian, D Shah - IEEE INFOCOM 2003. Twenty-second Annual Joint …, 2003
Cited by 37 Related articles All 12 versions",{},1651-1658,,,,,IEEE INFOCOM 2003. Twenty-second Annual Joint Conference of the IEEE Computer and Communications Societies (IEEE Cat. No. 03CH37428),,,
