Title,Authors,Publication date,Journal,Volume,Issue,Publisher,Description,Total citations,Scholar articles,Citation Count,Pages,Book,Conference,Source,Institution
A processor efficient connectivity algorithm on random graphs,"SB Yang, Sudarshan K. Dhall, S Lakshmivarahan",1994/6,Parallel Processing Letters,4,01n02,World Scientific Publishing Company,"In this paper we present a randomized parallel algorithm for finding the connected components of a random input graph with n vertices in which the edges are chosen with probability p such that . The algorithm has O(log2 n) expected time using only O(n) processors on the EREW PRAM model. The probability that the output of our algorithm is correct is at least 1–0.6k, where k is a constant.",1,"A processor efficient connectivity algorithm on random graphs
SB Yang, SK Dhall, S Lakshmivarahan - Parallel Processing Letters, 1994
Cited by 1 Related articles All 4 versions",{'2022': 1},29-36,,,,
ANALYSIS OF A CLASS OF NETWORKS BASED ON CUBIC STAR GRAPHS,"Seshu VR Madabhushi, S Lakshmivarahan, Sudarshan K Dhall",1994/6,"Journal of Circuits, Systems, and Computers",4,02,World Scientific Publishing Company,"A new class of interconnection networks based on a family of graphs, called cubic graphs are introduced. These latter graphs arise as Cayley graphs of certain subgroups of the symmetric group. It turns out that these Cayley graphs are a hybrid between the binary hypercube and the star graph, and hence are called cubic star graphs, and are denoted by CS(m, n), m≥1 and n≥1. CS(m, n) inherits several of the properties of the hypercube and the star graph. In this paper, we present an analysis of the symmetric and topological properties. In particular, it is shown that CS(m, n) is edge transitive and hence maximally fault tolerant. We give an algorithm for finding the shortest path and provide an enumeration of the node disjoint paths. Optimal algorithms for single source and all-source broadcasting (also called gossiping) are derived. It is shown that CS(m, n) is Hamiltonian and interesting embeddings of several …",0,"ANALYSIS OF A CLASS OF NETWORKS BASED ON CUBIC STAR GRAPHS
SVR Madabhushi, S Lakshmivarahan, SK Dhall - Journal of Circuits, Systems, and Computers, 1994
Related articles All 2 versions",{},191-222,,,,
A processor efficient MIS algorithm on random graphs,"SB Yang, Sudarshan K. Dhall, S Lakshmivarahan",1994/2/11,Information processing letters,49,3,Elsevier,In this paper we present a randomized parallel algorithm for finding a maximal independent set in a random graph with n vertices in which the edges are chosen with probability p such that 2 (n− 1)⩽ p< 1. The algorithm has O (log 2 n) expected time using only O (n) processors on the EREW PRAM model.,0,"A processor efficient MIS algorithm on random graphs
SB Yang, SK Dhall, S Lakshmivarahan - Information processing letters, 1994
Related articles All 6 versions",{},157-163,,,,
Efficient algorithms for finding depth-first and breadth-first search trees in permutation graphs,"C Rhee, Y Daniel Liang, Sudarshan K. Dhall, S Lakshmivarahan",1994/1/14,Information Processing Letters,49,1,Elsevier,"This paper presents an O(n log log n) time algorithm for finding a depth-first search tree and an O(n) time algorithm for finding a breadth-first search tree in a permutation graph, respectively.",31,"Efficient algorithms for finding depth-first and breadth-first search trees in permutation graphs
C Rhee, YD Liang, SK Dhall, S Lakshmivarahan - Information Processing Letters, 1994
Cited by 31 Related articles All 4 versions","{'2007': 3, '2008': 3, '2009': 2, '2010': 1, '2011': 1, '2012': 1, '2013': 3, '2014': 1, '2015': 1, '2016': 2, '2017': 1, '2018': 2, '2019': 1, '2020': 3, '2021': 2, '2022': 2}",45-50,,,,
Parallel Computing Using the Prefix Problem,"S.. Lakshmivarahan, Sudarshan K.. Dhall",1994,,,,Oxford University Press,,0,"Parallel Computing Using the Prefix Problem
S.. Lakshmivarahan, Sudarshan K.. Dhall - 1994",{},,,,,
An experiment in hurricane track prediction using parallel computing methods,"Chang G Song, Jung-Sing Jwo, S Lakshmivarahan, Sudarshan K Dhall, John M Lewis, Christopher S Velden",1994/1/1,Parallel Algorithms and Applications,2,4,Taylor & Francis Group,"The barotropic model is used to explore the advantages of parallel processing in deterministic forecasting. We apply this model to the track forecasting of hurricane Elena (1985).
In this particular application, solutions to systems of elliptic equations are the essence of the computational mechanics. One set of equations is associated with the decomposition of the wind into irrotational and nondivergent components—this determines the initial nondivergent state. Another set is associated with recovery of the streamfunction from the forecasted vorticity. We demonstrate that direct parallel methods based on accelerated block cyclic reduction (BCR) significantly reduce the computational time required to solve the elliptic equations germane to this decomposition and forecast problem. A 72-h track prediction was made using incremental time steps of 16 min on a network of 3000 grid points nominally separated by 100 …",1,"An experiment in hurricane track prediction using parallel computing methods
CG Song, JS Jwo, S Lakshmivarahan, SK Dhall… - Parallel Algorithms and Applications, 1994
Cited by 1 Related articles All 5 versions",{'2007': 1},315-332,,,,
A new class of parallel algorithms for finding connected components on machines with bit-vector operations,"Y Liang, Sudarshan K. Dhall, S Lakshmivarahan",1994/1/1,Information sciences,76,3-4,Elsevier,"The problem of developing serial and parallel algorithms for finding connected components of an undirected graph G=(V, E) has received considerable attention in the literature. If¦ V¦= n and¦ E¦= m, the well-known serial algorithm takes O (n+ m) steps. The first parallel algorithm for this problem was reported by Arjomandi and Corneil and takes T k+ L [log k]+ 2n steps using k processors, where T is the complexity of optimal sequential breadth first search and L is bounded by the diameter of the graph. Using a CREW (concurrent read and exclusive write) model, Chandra proposed a parallel algorithm that takes O (log 2 n) steps using O (n log7 logn) processors. Following this lead, a number of parallel algorithms requiring the same time bound but different processor bounds have been reported by many authors. In this paper we use a machine model that performs (componentwise) bit vector operations (such as …",0,"A new class of parallel algorithms for finding connected components on machines with bit-vector operations
Y Liang, SK Dhall, S Lakshmivarahan - Information sciences, 1994
Related articles All 4 versions",{},177-195,,,,
TRIDIAGONALIZING A REAL SYMMETRIC MATRIX: A PARALLEL DIRECT APPROACH USING GIVENS’TRANSFORMATION,"Kulathur S Rajasethupathy, Gwan-Ming Thio, Sudarshan K Dhall, S Lakshmivarahan",1994/1/1,Parallel Algorithms and Applications,2,4,Taylor & Francis Group,A direct parallel algorithm to tridiagonalize a real symmetric matric matrix using Givens transformation is presented. The algorithm is optimal and has a time complexity of O(NlogN) for matrices of order N.,1,"TRIDIAGONALIZING A REAL SYMMETRIC MATRIX: A PARALLEL DIRECT APPROACH USING GIVENS’TRANSFORMATION
KS Rajasethupathy, GM Thio, SK Dhall… - Parallel Algorithms and Applications, 1994
Cited by 1 Related articles All 2 versions",{'2017': 1},305-313,,,,
Analysis of interconnection networks based on simple Cayley coset graphs,"J-P Huang, S Lakshmivarahan, Sudarshan K Dhall",1993/12/1,,,,IEEE,"While the concept of Cayley coset graphs has been around for a long time, it is only recently the present authors derived conditions for a Cayley coset graph to be simple - not containing self loops and multiple edges. Building on this result a whole host of Cayley coset graphs - coset star graph, coset bubblesort graph, coset modified bubblesort graph, coset complete transposition graph to mention a few, have been identified. This paper represents the first attempt to evaluate the use of Cayley coset graphs in the design of interconnection networks for parallel computers. We first derive conditions for a simple Cayley coset graph to be vertex transitive. We then present a family of Cayley coset star graphs and analyze a number of its properties. It is shown that this family is recursively scalable, contains star graphs as a subgraph, and is Hamiltonian. We derive conditions for this family to bipartite and edge transitive …",23,"Analysis of interconnection networks based on simple Cayley coset graphs
JP Huang, S Lakshmivarahan, SK Dhall - Proceedings of 1993 5th IEEE Symposium on Parallel …, 1993
Cited by 23 Related articles All 2 versions","{'1997': 1, '1998': 2, '1999': 2, '2000': 1, '2001': 1, '2002': 3, '2003': 1, '2004': 2, '2005': 2, '2006': 1, '2007': 1, '2008': 1, '2009': 1, '2010': 1, '2011': 1, '2012': 1}",150-157,,Proceedings of 1993 5th IEEE Symposium on Parallel and Distributed Processing,,
A new class of interconnection networks based on the alternating group,"Jung‐Sing Jwo, S Lakshmivarahan, Sudarshan K Dhall",1993/7,Networks,23,4,"Wiley Subscription Services, Inc., A Wiley Company","This paper introduces a new class of interconnection scheme based on the Cayley graph of the alternating group. It is shown that this class of graphs are edge symmetric and 2‐transitive. We then describe an algorithm for (a) packet routing based on the shortest path analysis, (b) finding a Hamiltonian cycle, (c) ranking and unranking along the chosen Hamiltonian cycle, (d) unit expansion and dilation three embedding of a class of two‐dimensional grids, (e) unit dilation embedding of a variety of cycles, and (f) algorithm for broadcasting messages. The paper concludes with a short analysis of contention resulting from a typical communication scheme. Although this class of graphs does not possess many of the symmetry properties of the binary hypercube, with respect to the one source broadcasting, these graphs perform better than does a hypercube, and with respect to the contention problem, these graphs …",198,"A new class of interconnection networks based on the alternating group
JS Jwo, S Lakshmivarahan, SK Dhall - Networks, 1993
Cited by 198 Related articles All 7 versions","{'2007': 2, '2008': 1, '2009': 2, '2010': 2, '2011': 2, '2012': 1, '2013': 2, '2014': 5, '2015': 6, '2016': 9, '2017': 2, '2018': 1, '2019': 1, '2020': 4, '2021': 8, '2022': 5}",315-326,,,,
A note on orthogonal graphs,"Seshu VR Madabhushi, S Lakshmivarahan, Sudarshan K. Dhall",1993/5,IEEE transactions on computers,42,5,IEEE,"Orthogonal graphs are natural extensions of the classical binary and b-ary hypercubes b=2/sup l/ and are abstractions of interconnection schemes used for conflict-free orthogonal memory access in multiprocessor design. Based on the type of connection mode, these graphs are classified into two categories: those with disjoint and those with nondisjoint sets of modes. The former class coincides with the class of b-ary b=2/sup l/ hypercubes, and the latter denotes a new class of interconnection. It is shown that orthogonal graphs are Cayley graphs, a certain subgroup of the symmetric (permutation) group. Consequently these graphs are vertex symmetric, but it turns out that they are not edge symmetric. For an interesting subclass of orthogonal graphs with minimally nondisjoint set of modes, the shortest path routing algorithm and an enumeration of node disjoint (parallel) paths are provided. It is shown that while the …",6,"A note on orthogonal graphs
SVR Madabhushi, S Lakshmivarahan, SK Dhall - IEEE transactions on computers, 1993
Cited by 6 Related articles All 7 versions",{},624-630,,,,
Symmetry in interconnection networks based on Cayley graphs of permutation groups: A survey,"Sivaramakrishnan Lakshmivarahan, Jung-Sing Jwo, Sudarshan K. Dhall",1993/4/1,Parallel computing,19,4,North-Holland,"This survey provides a comprehensive and unified analysis of symmetry in a wide variety of Cayley graphs of permutation groups. These include the star graph, bubble-sort graph, modified bubble-sort graph, complete-transposition graph, prefix-reversal graph, alternating-group graph, binary and base-b (b ≥ 3) hypercube, cube connected cycles, bisectional graph, folded hypercube and binary orthogonal graph. In addition, we also define a variety of generalizations of the hypercube and orthogonal graphs. The types of symmetry analyzed include vertex and edge transitivity, distance regularity and distance transitivity. Since these notions of symmetry depend on the shortest paths, as a by product we also describe the shortest path routing algorithms for these graphs. We present a number of open problems related to the networks described in this paper.",427,"Symmetry in interconnection networks based on Cayley graphs of permutation groups: A survey
S Lakshmivarahan, JS Jwo, SK Dhall - Parallel computing, 1993
Cited by 427 Related articles All 4 versions","{'2008': 3, '2009': 4, '2010': 10, '2011': 14, '2012': 14, '2013': 15, '2014': 10, '2015': 8, '2016': 8, '2017': 7, '2018': 10, '2019': 8, '2020': 8, '2021': 10, '2022': 13, '2023': 10}",361-407,,,,
Analysis of upper bound in Valiant's model for learning bounded CNF expressions,"Shankar Vaidyanathan, S Lakshmivarahan",1993/3/1,,,,,"‘I% ispaper deAbeaa cridcal analysisof the learningof* special chases of Boolean eqreaaions, ViZ., bounded Conjunctive Normal Form (k-CNF) and Monotone",0,"Analysis of upper bound in Valiant's model for learning bounded CNF expressions
S Vaidyanathan, S Lakshmivarahan - Proceedings of the 1993 ACM/SIGAPP symposium on …, 1993
Related articles All 2 versions",{},754-761,Proceedings of the 1993 ACM/SIGAPP symposium on Applied computing: states of the art and practice,,,
On the performance of a direct parallel method for solving separable elliptic equations based on block cyclic reduction,"Kevin Kelleher, S Lakshmivarahan, Sudarshan Dhall",1993/3/1,,,,,"A comparison of the performance of the Buneman’s version of the block cyclic reduction (BCR) algorithm based on a) polynomial factorization and b) partial fractions for separable elliptic equations with Dirichlet boundary conditions is presented. This study was initiated by an interest in mesoscale atmospheric modeling and the parallel computing techniques that can be used to increase the computational efficiency of these models. Examples cited are taken from the field of meteorology. Varying the numberiig scheme during the discretization process of separable elliptic equations changes the form of the coefficient matrix. It was determined serendipitously that for certain classes of separable problems found in meteorology, choosing a particular numbering scheme can save computationrd time by allowing a Poisson solver to be used in place of a more computationally demanding separable solver. Timings are …",0,"On the performance of a direct parallel method for solving separable elliptic equations based on block cyclic reduction
K Kelleher, S Lakshmivarahan, S Dhall - Proceedings of the 1993 ACM/SIGAPP symposium on …, 1993
Related articles All 8 versions",{},517-524,Proceedings of the 1993 ACM/SIGAPP symposium on Applied computing: states of the art and practice,,,
Comparison of performance of three parallel versions of the block cyclic reduction algorithm for solving linear elliptic partial differential equations,"Jung-Sing Jwo, S Lakshmivarahan, Sudarshan K Dhall, John M Lewis",1992/9/1,Computers & Mathematics with Applications,24,5-6,Pergamon,"This paper provides an experimental comparison of three versions of the block cyclic reduction (BCR) algorithm based on (a) polynomial factorization, (b) partial fraction expansion, and (c) rational approximations. Each of these versions is implemented using (a) the vector-oriented LU decomposition method, and (b) the scalar cyclic reduction method. It is found that BCR using the scalar cyclic reduction performs better than that using the vector-oriented LU decomposition. All our timings are based on the Alliant FX/8 at Argonne National Laboratory.",7,"Comparison of performance of three parallel versions of the block cyclic reduction algorithm for solving linear elliptic partial differential equations
JS Jwo, S Lakshmivarahan, SK Dhall, JM Lewis - Computers & Mathematics with Applications, 1992
Cited by 7 Related articles All 4 versions",{},83-101,,,,
NC algorithms for dominations in permutation graphs,"Y Daniel Liang, C Rhee, Sudarshan K Dhall, S Lakshmivarahan",1992/3/1,,,,,"In WISpaper, we present NC algorithms for finding minimum weight independent dominating set (MWIDS), minimum weight total dominating set (MWTDS), and minimum weight connected dominating set (MWCDS) for pemnutation grapha. All these algorithms take O (log2n) time on CREW PRAM. The number of processors required is n3/logn for finding MWIDS, and mWogrn for tinding MWTDS and MWCDS, wheze m is the number of edges in a permutation graph of n nodes.",0,"NC algorithms for dominations in permutation graphs
YD Liang, C Rhee, SK Dhall, S Lakshmivarahan - Proceedings of the 1992 ACM/SIGAPP symposium on …, 1992
Related articles All 3 versions",{},734-739,Proceedings of the 1992 ACM/SIGAPP symposium on Applied computing: technological challenges of the 1990's,,,
A comparison of performance of algorithms for polar decomposition on a multivector processor,"Kulathur S Rajasethupathy, Gwan-Ming Thio, S Lakshmivarahan, Sudarshan K Dhall",1992/3/1,,,,,"A comparison of performance of algorithms for polar decomposition on a multivector processor | Proceedings of the 1992 ACM/SIGAPP symposium on Applied computing: technological challenges of the 1990's ACM Digital Library home ACM home Google, Inc. (search) Advanced Search Browse About Sign in Register Advanced Search Journals Magazines Proceedings Books SIGs Conferences People More Search ACM Digital Library SearchSearch Advanced Search sac Conference Proceedings Upcoming Events Authors Affiliations Award Winners More HomeConferencesSACProceedingsSAC '92A comparison of performance of algorithms for polar decomposition on a multivector processor Article Share on A comparison of performance of algorithms for polar decomposition on a multivector processor Authors: Kulathur S. Rajasethupathy View Profile , Gwan-Ming Thio View Profile , S. Lakshmivarahan View …",0,"A comparison of performance of algorithms for polar decomposition on a multivector processor
KS Rajasethupathy, GM Thio, S Lakshmivarahan… - Proceedings of the 1992 ACM/SIGAPP symposium on …, 1992
All 3 versions",{},724-733,Proceedings of the 1992 ACM/SIGAPP symposium on Applied computing: technological challenges of the 1990's,,,
Conditions for a Cayley Coset Graph to Be Simple,"Jen-peng Huang, S Lakshmivarahan, SK Dhall",1992/1/1,,,,IEEE Computer Society,"This study examines the factors associated with face-to-face ISD teams and its members who are able to internalize significant knowledge transferred from other team members. Specifically, the study empirically examines the impact of an ISD team member? s absorptive capacity, motivation, communication among members, group culture, and group cohesion on knowledge transfer. The findings of this study indicate that in face-to-face teams, an individual is able to internalize significant amount of transferred knowledge from his/her team members if he/she is perceived by the source to have a high absorptive capacity, interacts extensively with other team members, and belongs to a collectivist team whose members have a high motivation to transfer knowledge. Interestingly, not only did a recipient? s motivation to learn not impact knowledge transfer positively, but unexpectedly it influenced knowledge transfer …",3,"Conditions for a Cayley Coset Graph to Be Simple
J Huang, S Lakshmivarahan, SK Dhall - A Workshop on Future Directions of Massively Parallel …, 1992
Cited by 3 Related articles All 2 versions",{},"118,119,120,121,122,123,124,125,126-118,119,120,121,122,123,124,125,126",,"A Workshop on Future Directions of Massively Parallel Processing, The New Frontiers",,
Analysis of the modified even networks,"Seshu VR Madabhushi, Sivaramakrishnan Lakshmivarahan, Sudarshan K Dhall",1991/12/2,,,,IEEE,"The authors introduce a class of networks based on G/sup delta / graphs that are subgraphs of the binary hypercubes and even networks. For this class of networks, the authors present (a) complete characterization of the node disjoint (parallel) paths, (b) a strategy for tracing a Hamiltonian cycle in G/sup delta /, and (c) an optimal algorithm for single source broadcast of data packets using a greedy spanning tree.< >",11,"Analysis of the modified even networks
SVR Madabhushi, S Lakshmivarahan, SK Dhall - Proceedings of the Third IEEE Symposium on Parallel …, 1991
Cited by 11 Related articles",{},128-131,,Proceedings of the Third IEEE Symposium on Parallel and Distributed Processing,,
An improved maximal matching algorithm,"SB Yang, Sudarshan K. Dhall, S Lakshmivarahan",1991/12,Parallel Processing Letters,1,02,World Scientific Publishing Company,"In this paper we present a randomized parallel maximal matching algorithm that requires only O(n) processors on an. EREW PRAM, where n is the number of vertices in an undirected graph G = (V, E). Our algorithm outputs a matching in O(log2 m) expected time, where m is the number of edges in G. The probability that the output of our algorithm is maximal is at least 1 − e−k, where k is a constant.",3,"An improved maximal matching algorithm
SB Yang, SK Dhall, S Lakshmivarahan - Parallel Processing Letters, 1991
Cited by 3 Related articles All 3 versions",{},135-142,,,,
NC algorithms for finding depth-first-search trees in interval graphs and circular-arc graphs,"Y Liang, C Rhee, SK Dhall, S Lakshmivarahan",1991/4/7,,,,IEEE,"Finding depth-first-search (DFS) trees of graphs is one of the fundamental problems in graph theory which has many practical applications. However, there exists no NC parallel algorithm for this problem in general graphs. NC parallel algorithms for finding DFS trees for the interval graphs and circular-arcs graphs are presented. These algorithms take O(log n) time using kappa n processors on the EREW model, where kappa is the number of cliques in a graph of n nodes.< >",2,"NC algorithms for finding depth-first-search trees in interval graphs and circular-arc graphs
Y Liang, C Rhee, SK Dhall, S Lakshmivarahan - IEEE Proceedings of the SOUTHEASTCON'91, 1991
Cited by 2 Related articles",{},582-585,,IEEE Proceedings of the SOUTHEASTCON'91,,
Simple randomized parallel algorithms for finding a maximal matching in an undirected graph,"SB Yang, SK Dhall, S Lakshmivarahan",1991/4/7,,,,IEEE,"The authors present simple randomized parallel algorithms for finding a maximal matching in a unidirectional graph G=(V, E) for the CRCW and CREW models. The algorithm for the CRCW model has O(log m) expected running time using m processors, where m is the number of edges in G. It is also shown that the CRCW algorithm can be implemented on a CREW PRAM (parallel random access machine). The CREW algorithm runs in O(log/sup 2/ m) time, but it requires only m/log m processors.< >",3,"Simple randomized parallel algorithms for finding a maximal matching in an undirected graph
SB Yang, SK Dhall, S Lakshmivarahan - IEEE Proceedings of the SOUTHEASTCON'91, 1991
Cited by 3 Related articles All 3 versions",{},579-581,,IEEE Proceedings of the SOUTHEASTCON'91,,
Efficient parallel algorithms for finding biconnected components of some intersection graphs,"Y Liang, Sudarshan K Dhall, Sivaramakrishnan Lakshmivarahan",1991/4/1,,,,,"Finding bicormected components (BCs) of graphs is one of the fundamental problems in graph theory which has many practical applications. If n and ra are the number of the nodes and edges, respectively, in graph G, finding the BCs takes 0 (logZn) time using n2/log2n processors on CREW model [19, 20]. The algorithm is optimal in the sense that the best sequential algorithm requires O (ra+ n) time. In this paper, we present efficient parallel algorithms for finding BCs of interval graphs, circular-arc graphs and permutation graphs, which are subclasses of the class of intersection graphs. The algorithms, when implemented on CREW model, take O (logn) time using n processors for interval and circular-arc graphs, and using n 2 processors for permutation graphs.",6,"Efficient parallel algorithms for finding biconnected components of some intersection graphs
Y Liang, SK Dhall, S Lakshmivarahan - Proceedings of the 19th annual conference on …, 1991
Cited by 6 Related articles All 2 versions",{},48-52,Proceedings of the 19th annual conference on Computer Science,,,
Embedding of cycles and grids in star graphs,"Jung-Sing Jwo, S Lakshmivarahan, Sudarshan K Dhall",1991/3,"Journal of Circuits, Systems, and Computers",1,01,World Scientific Publishing Company,"The use of the star graph as a viable interconnection scheme for parallel computers has been examined by a number of authors in recent times. An attractive feature of this class of graphs is that it has sublogarithmic diameter and has a great deal of symmetry akin to the binary hypercube. In this paper we describe a new class of algorithms for embedding (a) Hamiltonian cycle (b) the set of all even cycles and (c) a variety of two- and multi-dimensional grids in a star graph. In addition, we also derive an algorithm for the ranking and the unranking problem with respect to the Hamiltonian cycle.",239,"Embedding of cycles and grids in star graphs
JS Jwo, S Lakshmivarahan, SK Dhall - Journal of Circuits, Systems, and Computers, 1991
Cited by 239 Related articles All 8 versions","{'2007': 5, '2008': 4, '2009': 11, '2010': 11, '2011': 11, '2012': 14, '2013': 17, '2014': 18, '2015': 7, '2016': 13, '2017': 8, '2018': 12, '2019': 4, '2020': 5, '2021': 8, '2022': 9}",43-74,,,,
A new approach for the domination problem on permutation graphs,"Y Liang, C Rhee, Sudarshan K. Dhall, S Lakshmivarahan",1991/2/28,Information processing letters,37,4,Elsevier,"Farber and Keil presented an O(n3 algorithm for finding a minimum weight dominating set on permutation graphs. In this paper, we take a new approach for solving the same problem. The algorithm takes O(n(m+n)) steps, where m is the number of edges in a permutation graph G of n nodes. Therefore, our algorithm is particularly good for the sparse permutation graphs.",19,"A new approach for the domination problem on permutation graphs
Y Liang, C Rhee, SK Dhall, S Lakshmivarahan - Information processing letters, 1991
Cited by 19 Related articles All 5 versions",{},219-224,,,,
On the problem of finding all maximum weight independent sets in interval and circular-arc graphs,"YD Liang, SK Dhall, S Lakshmivarahan",1991/1/1,,,,IEEE Computer Society,"JY-T. Leung (J. Algorithms, no. 5,(1984)) presented algorithms for generating all the maximal independent sets in interval graphs and circular-arc graphs. The algorithms take O (n/sup 2/+ beta) steps, where beta is the sum of the number of nodes in all maximal independent sets. The authors use a new technique to give fast and efficient algorithms for finding all the maximum weight independent sets in interval graphs and circular-arc graphs. The algorithms take O (max (n/sup 2/, beta)) steps in O (n/sup 2/) space, where beta is the sum of the number of nodes in all maximum weight independent sets. The algorithms can be directly applied for finding a maximum weight independent set in these graphs in O (n/sup 2/) steps. Thus, the result is an improvement over the best known result of O (n/sup 2/log n) for finding the maximum weight independent set in circular-arc graphs.<>",13,"On the problem of finding all maximum weight independent sets in interval and circular-arc graphs
YD Liang, SK Dhall, S Lakshmivarahan - 1991 Symposium on Applied Computing, 1991
Cited by 13 Related articles All 3 versions",{},"465,466,467,468,469,470-465,466,467,468,469,470",,1991 Symposium on Applied Computing,,
Parallel algorithms for ranking of trees,"Y Liang, Sudarshan K Dhall, S Lakshmivarahan",1990/12/9,,,,IEEE,"Ranking a tree is defined as a mapping rho of the nodes to the set (1, 2, . . .) such that if there is a path from u to v and rho (u)= rho (v) then there is a node w on the path from u to v such that rho (w)> rho (u). The highest number assigned to the node is called the rank number of the mapping. A mapping rho with the smallest rank number is called optimal ranking. The best known serial algorithm takes O(n) time for the optimal node ranking. However, the problem of finding the optimal tree ranking appears to be highly sequential. It remains open whether it is in NC. The paper proposes a fast parallel algorithm for finding approximate optimal node ranking of trees using O(logn) steps with n/sup 2/ processors on a CRCW PRAM and an efficient parallel algorithm using O(log/sup 2/n) steps with n processors on a EREW model.< >",9,"Parallel algorithms for ranking of trees
Y Liang, SK Dhall, S Lakshmivarahan - Proceedings of the Second IEEE Symposium on …, 1990
Cited by 9 Related articles",{},26-31,,Proceedings of the Second IEEE Symposium on Parallel and Distributed Processing 1990,,
A parallel algorithm for the symmetric eigenvalue problem,"MG-M Thio, SK Dhall, S Lakshmivarahan",1990/4/5,,,,IEEE,"A description is given of the authors' experiences in implementing a divide-and-conquer-type parallel algorithm due to J.J. Cuppen (1981) on the Alliant multivector processor. An analysis of the algorithm and its implementation on the Alliant multivector processor are presented. To promote portability of parallel algorithms across various architectures, J.J. Dongarra and D.C. Sorenson (1987) recently developed a tool called SCHEDULE. Results obtained with and without SCHEDULE are compared.< >",0,"A parallel algorithm for the symmetric eigenvalue problem
MGM Thio, SK Dhall, S Lakshmivarahan - Proceedings of the 1990 Symposium on Applied …, 1990
Related articles All 2 versions",{},245-251,,Proceedings of the 1990 Symposium on Applied Computing,,
Packet Routing for Generalized Hypercube,"M Grammatikakis, S Lakshmivarahan, SK Dhall",1990/3,"Proceedings of the 24th Annual Conference on Computer, Information and Communication Systems, Princeton, NJ",,,,,2,"Packet Routing for Generalized Hypercube
M Grammatikakis, S Lakshmivarahan, SK Dhall - Proceedings of the 24th Annual Conference on …, 1990
Cited by 2 Related articles",{},159164,,,,
Symmetric Eigenvalue Problem-Part 21,"Mike Gwan-Ming Thio, SK Dhall, S Lakshmivarahan",1990,"Proceedings of the 1990 Symposium on Applied Computing: April 5-6, 1990, University of Arkansas Conference Center, Fayetteville, Arkansas",,,IEEE Computer Society,"Parallel algorithms for computing eigenvalues and eigenvectors of a real symmetric matrix has attracted considerable attention in recent times. In this paper we describe our experiences on implementing a class of parallel algorithm due to Cuppen on the Alliant multivector processor. INTRODUCTION Let A be an NxN real, symmetric matrix. Computing the eigenvalues and eigenvectors of A is known as the symmetric eigenvalue problem (9). It is well known (8) that given A, there exists a matrix R such that
Cuppen's algorithm (1) on the other hand is primarily designed to compute the set of all the eigenvalue-vector pairs. In this paper, we present an analysis and implementation of the Cuppen's divide-conquer type parallel algorithm on the Alliant multivector processor. To promote portability of parallel algorithms across various architectures, Dongarra and Sorenson (12) recently developed a tool called SCHEDULE (13). We presenta comparison of results obtained with and without SCHEDULE.",0,"Symmetric Eigenvalue Problem-Part 21
MGM Thio, SK Dhall, S Lakshmivarahan - Proceedings of the 1990 Symposium on Applied …, 1990
Related articles",{},245,,,,
An NC algorithm for the domination in permutation graphs,"C Rhee, SK Dhall, S Lakshmivarahan",1990,28th Annual Allerton Conference,,,,"Let G=(V, E) be an undirected graph and let D, and D2 be subsets of V. Then D₁ is said to dominate D2 if each vertex in D2 is adjacent to some vertex in D₁. A subset DV is called a dominating set for G if D dominates V-D. A graph G is called a weighted graph if there exists a weight function w: V→ R (the set of reals), where w (v) is called the weight of vertex v. In this paper, we assume that all vertices have weight greater than 0. Let W (D)= Σw (v). A dominating set DV is called a minimum weight dominating set for G if W (D)= min {W (D)| D CV and D is a dominating set for G.). Let< n>={1, 2,..., n) and п=(п (1) п (2) П (n)) be a permutation on< n>. For a given permutation П, we construct an undirected graph G (II)=(< n>, E), where i je E if and only if (i− j)(T− ¹ (i)− II− ¹ (j))< 0. Any undirected graph G is called a permutation graph if there exists a II such that G is isomorphic to G (TT), ie G≈ G (M). The permutation graph G=(V, E) will be denoted as G=(П (1) П (2)··· П (n)) in this paper, where II is the underlying permutation for G. Farber and Keil [1] developed O (n³) sequential algorithms for finding a minimum weight dominating set and a maximum weight independent set in permutation graphs. They also described an O (n) algorithm for the minimum cardinality dominating set problem. Atallah and Kosaraju [2] described an O (n log n) algorithm for finding a minimum weight independent dominating set, which improved one of the Farber and Keil's results. In this paper we present an NC algorithm for finding a minimum weight dominating set in permutation graphs. This result is interesting since there exists no known NC algorithm for this problem and the …",6,"An NC algorithm for the domination in permutation graphs
C Rhee, SK Dhall, S Lakshmivarahan - 28th Annual Allerton Conference, 1990
Cited by 6 Related articles",{},,,,,
