Title,Authors,Publication date,Journal,Volume,Issue,Publisher,Description,Total citations,Scholar articles,Citation Count,Pages,Conference,Book,Source,Inventors,Patent office,Patent number,Application number,Institution
Hand detection by two-level segmentation with double-tracking and gesture recognition using deep-features,"F Courvoisier, MK Bhuyan, M Jacquot, P-A Lacourt, R Salut, L Furfaro, JM Dudley",2011/5/22,,,,Optica Publishing Group,"Ultrashort laser material processing is a versatile technology that allows material structuring at nanometer scales [1]. In the context of the fabrication of nanofluidics components or photonics crystals, high aspect ratio nanochannel in dielectrics is required. Deep nano-craters have been produced with single shot from gaussian beams by taking advantage of geometrical aberrations and nonlinear propagation to elongate the beam focus [2]. However, the distortion of gaussian beams during nonlinear propagation in dielectrics produces irregular structures with strongly interdependant channel diameter and length.",0,"Single shot nanochannel processing with femtosecond Bessel beams
F Courvoisier, MK Bhuyan, M Jacquot, PA Lacourt… - The European Conference on Lasers and Electro …, 2011
Related articles All 5 versions",{},CM5_4,The European Conference on Lasers and Electro-Optics,,,,,,,
A saliency map-guided shape compactness for segmentation of polyps in colonoscopy images,"M Bhuyan, NK Neog, SR Mohanty, CVS Rao, PM Raole",2011/3/3,Physics of Plasmas,18,3,American Institute of Physics,"The temporal and spatial characteristics of the neon ion beam emissions from a low energy plasma focus device have been studied by employing a multiple Faraday cup assembly and the CR-39 track detectors at different angular and axial positions. In addition, the operating gas pressures were also varied to study the temporal and spatial characteristics of the neon ion beam emissions. The Faraday cup analyses show that the ion flux strongly depends on the operating gas pressure as well as the angular positions. The estimated ion energy measurements at the aperture of the Faraday cup indicate that the plasma focus device is a source of polyenergetic ions ranging from approximately a few keV to a few hundreds of keV, irrespective of the angular positions. The exposed CR-39 detectors have shown the formation of multiple ion tracks with diameter ranging from 2 to . The populations of lower diameter tracks …",19,"Temporal and spatial study of neon ion emission from a plasma focus device
M Bhuyan, NK Neog, SR Mohanty, CVS Rao… - Physics of Plasmas, 2011
Cited by 19 Related articles All 5 versions",{},033101,,,,,,,,
Two-stream fusion model using 3D-CNN and 2D-CNN via video-frames and optical flow motion templates for hand gesture recognition,"Manas Kamal Bhuyan, Prabin Kumar Bora, Debashish Ghosh",2011/3,International Journal of Pattern Recognition and Artificial Intelligence,25,02,World Scientific Publishing Company,"The gesture segmentation is a method that distinguishes meaningful gestures from unintentional movements. Gesture segmentation is a prerequisite stage to continuous gesture recognition which locates the start and end points of a gesture in an input sequence. Yet, this is an extremely difficult task due to both the multitude of possible gesture variations in spatio-temporal space and the co-articulation/movement epenthesis of successive gestures. In this paper, we focus our attention on coping with this problem associated with continuous gesture recognition. This requires gesture spotting that distinguishes meaningful gestures from co-articulation and unintentional movements. In our method, we first segment the input video stream by detecting gesture boundaries at which the hand pauses for a while during gesturing. Next, every segment is checked for movement epenthesis and co-articulation via finite state …",5,"An integrated approach to the recognition of a wide class of continuous hand gestures
MK Bhuyan, PK Bora, D Ghosh - International Journal of Pattern Recognition and …, 2011
Cited by 5 Related articles All 3 versions",{},227-252,,,,,,,,
Weakly Supervised Learning-based Reconstruction of Planktons in Digital In-line Holography,"F Courvoisier, MK Bhuyan, M Jacquot, PA Lacourt, R Salut, L Furfaro, John M Dudley",2011/2/21,,7921,,SPIE,"Ultrafast laser pulses are a powerful tool to process dielectrics. Here, we review our recent work concerning high aspect ratio micro and nanochannel processing in glass. We show how femtosecond Bessel beams overcome many of the difficulties associated with Gaussian beams. We report on single shot processing of nanochannels with aspect ratio up to 100. Underlying physical phenomena are discussed.",0,"High aspect ratio taper-free micro and nano-channel fabrication in glass with ultrafast nondiffracting Bessel beams
F Courvoisier, MK Bhuyan, M Jacquot, PA Lacourt… - Laser-based Micro-and Nanopackaging and Assembly …, 2011
Related articles All 7 versions",{},141-148,Laser-based Micro-and Nanopackaging and Assembly V,,,,,,,
"Design and development of a vision‐based system for detection, tracking and recognition of isolated dynamic bare hand gesticulated characters","MK Bhuyan, Debanga Raj Neog, Mithun Kumar Kar",2011/1/28,,,,IEEE,"In this paper, a novel approach for hand pose recognition by using key geometrical features of hand is proposed. A skeletal hand model is constructed to analyze the abduction and adduction movements of the fingers and these variations are modeled by multidimensional probabilistic distributions. For recognizing hand poses, proximity measures are computed between input gestures and pre-modeled gesture patterns. The proposed algorithm is more robust to the improper hand segmentation and side movements of fingers. Experimental results show that the proposed method is very much suitable for the applications related to Human Computer Interactions (HCI).",45,"Hand pose recognition using geometric features
MK Bhuyan, DR Neog, MK Kar - 2011 National Conference on Communications (NCC), 2011
Cited by 45 Related articles All 6 versions","{'2011': 2, '2012': 8, '2013': 5, '2014': 6, '2015': 6, '2016': 7, '2017': 4, '2018': 3, '2019': 1, '2020': 1}",1-5,2011 National Conference on Communications (NCC),,,,,,,
Hand Gesture Recognition Using CBAM-RetinaNet,"Suman Bagchi, P Prem Kiran, MK Bhuyan, M Krishnamurthy, K Yang, AM Rao, G Ravindra Kumar",2010/12,Pramana,75,,Springer-Verlag,"Efficient low debris hard X-ray source based on multiwalled carbon nanotubes (MWNT) irradiated by intense, femtosecond laser over an intensity range of 1015–1017 W cm−2 µm2 is reported. The MWNT targets yield two orders of magnitude higher X-rays (indicating significant enhancement of laser coupling) and three orders of magnitude lower debris compared to conventional metallic targets under identical experimental conditions. The simple analytical model explains the basic experimental observations and also serves as a guide to design efficient targets to achieve low-debris laser plasma-based hard X-ray sources at low laser intensities suitable for multi-kHz operation.",1,"Surface roughness-aided hard X-ray emission from carbon nanotubes
S Bagchi, P Prem Kiran, MK Bhuyan, M Krishnamurthy… - Pramana, 2010
Cited by 1 Related articles All 12 versions",{'2018': 1},1197-1202,,,,,,,,
Keyframe Selection from Colonoscopy Videos to Enhance Visualization for Polyp Detection,"F Courvoisier, M Jacquot, P-A Lacourt, M Bhuyan, L Furfaro, R Ferrière, JM Dudley",2010/6/4,,7728,,SPIE,"The novel propagation characteristics of Bessel beams have been widely applied to optical manipulation and harmonic generation, and have provided new perspectives on fundamentals of ultrashort laser pulse propagation in nonlinear media. Fully exploiting their many unique properties, however, requires the development of techniques for the generation of high quality Bessel beams with flexible adjustment of the beam parameters. Moreover, long working distances are needed to produce Bessel beams inside bulk samples. In this paper, we report on the development of a novel spatial light modulator based setup that combines the properties of parameter flexibility, long working distance, high throughput and operation on micron-scale. We report both on the general characterization of the beam properties as well as a specific application in surface nanoprocessing.",3,"Generation of ultrafast Bessel micro-beams and applications to laser surface nanoprocessing
F Courvoisier, M Jacquot, PA Lacourt, M Bhuyan… - Nonlinear Optics and Applications IV, 2010
Cited by 3 Related articles All 7 versions",{},349-353,Nonlinear Optics and Applications IV,,,,,,,
Recovering Shape and Size from a Single Endoscope Image using Optimization,"Hideaki Habara, Kazuhide Ohta, Kazuo A Tanaka, G Ravindra Kumar, M Krishnamurthy, Subhendu Kahaly, Sudipta Mondal, Manoj Kumar Bhuyan, R Rajeev, Jian Zheng",2010/5/29,Physics of Plasmas,17,5,American Institute of Physics,"Direct measurement of extremely high energy density electrons created in ultraintense laser-plasma interactions is crucial issue for fast ignition. Recently Cherenkov radiation has been studied to obtain the energy distribution of electrons because the emission angle depends on the electron energy. However in the previous studies [F. Brandl et al., Europhys. Lett. 61, 632 (2003); M. Manclossi et al., Phys. Rev. Lett. 96, 125002 (2006)], the experimental configurations using a planar target raised issues of spatial overlapping among the light from the different energy electrons as well as from the other emissions, such as transition radiation. A novel prism shaped target is developed in which Cherenkov lights emitted from different energy electrons are spatially separated, realizing an absolute measurement of the energy spectrum by counting the light intensities in each observed position. The observed image clearly …",5,"Measurements of high energy density electrons via observation of Cherenkov radiation
H Habara, K Ohta, KA Tanaka, GR Kumar… - Physics of Plasmas, 2010
Cited by 5 Related articles All 10 versions",{},056306,,,,,,,,
Vision-based continuous sign language spotting using Gaussian hidden Markov model,"P Prem Kiran, Suman Bagchi, MK Bhuyan, Manchikanti Krishnamurthy, K Yang, AM Rao, G Ravindra Kumar",2010/5/19,,7721,,SPIE,"Efficient coupling of laser energy is one of the primary concerns for devising laser based photon and charged particle sources with potential applications in a wide field of research interests. We report a two orders of magnitude efficient moderately hard x-ray (50 - 300 keV) source based on multi-walled carbon nanotubes (MWNT) irradiated by moderately intense (1015 - 1017 Wcm-2) ultra-short laser pulses. This is also accompanied by a three orders of magnitude reduction in ion debris in comparison with conventional metallic targets making these sources operationally safe. The bremsstrahlung measurement reveals a two orders of magnitude increment in x-ray flux from MWNT. Contrary to expectation that the rise in ""hot"" electron temperature leads to an increment of emitted ion energies form the plasma, a monotonic reduction of ion energies with increasing laser intensity for MWNT is noticed. Angle resolved ion …",0,"Efficient low debris hard x-ray source based on intense femtosecond laser irradiation on multiwalled carbon nanotubes
PP Kiran, S Bagchi, MK Bhuyan, M Krishnamurthy… - Solid State Lasers and Amplifiers IV, and High-Power …, 2010
Related articles All 7 versions",{},393-400,"Solid State Lasers and Amplifiers IV, and High-Power Lasers",,,,,,,
A selective region-based detection and tracking approach towards the recognition of dynamic bare hand gesture using deep neural network,"F Courvoisier, MK Bhuyan, M Jacquot, PA Lacourt, L Furfaro, MJ Withford, JM Dudley",2010/5/16,,,,IEEE,Femtosecond Bessel beams are demonstrated for high aspect ratio machining in the filamentation regime with water assistance. Taper-free microchannels and micro-trenches are demonstrated with aspect ratio up to 40 and diameters down to 2 μm.,2,"Femtosecond Bessel filaments for high aspect-ratio and taper-free micromachining of dielectrics
F Courvoisier, MK Bhuyan, M Jacquot, PA Lacourt… - CLEO/QELS: 2010 Laser Science to Photonic …, 2010
Cited by 2 Related articles All 7 versions",{'2011': 2},1-2,CLEO/QELS: 2010 Laser Science to Photonic Applications,,,,,,,
Semantic Masking: A Novel Technique to Mitigate the Class-Imbalance Problem in Real-Time Semantic Segmentation,"M Bhuyan, NK Neog, SR Mohanty, CVS Rao, PM Raole",2010/4,Journal of fusion energy,29,,Springer US,Ion beam emission from a neon gas filled plasma focus device has been studied by using ion collector and solid state nuclear track detector. The neon ion beam emission is found to be highly pressure dependant and it is maximum at a pressure of 0.3 Torr. The maximum ion energy at 0.3 Torr is estimated to be 1 MeV. Preliminary results on solid state nuclear track detector indicate the formation of tracks in CR-39 due to exposure of neon ions. The average rim diameter of tracks is measured to be 4.35 μm and the number of track is of the order of 1010 track/m2.,9,"Studies on ion emission from the plasma focus device by using ion collector and track detector
M Bhuyan, NK Neog, SR Mohanty, CVS Rao… - Journal of fusion energy, 2010
Cited by 9 Related articles All 9 versions",{},177-180,,,,,,,,
Extraction and Calculation of Roadway Area from Satellite Images Using Improved Deep Learning Model and Post-Processing,"F Courvoisier, M Jacquot, MK Bhuyan, PA Lacourt, JM Dudley",2010/3/22,,,,,"Ultrafast micro-Bessel beams for laser processing - Archive ouverte HAL Arrêt de service lundi 11 juillet de 12h30 à 13h : tous les sites du CCSD (HAL, Epiciences, SciencesConf, AureHAL) seront inaccessibles (branchement réseau à modifier) Accéder directement au contenu Accéder directement à la navigation Toggle navigation HAL HAL - Archives Ouvertes La connaissance libre et partagée Accueil Dépôt Consultation Les derniers dépôts Par type de publication Par discipline Par année de publication Par structure de recherche Les portails de l'archive Recherche Documentation hal-00473272, version 1 Communication dans un congrès Ultrafast micro-Bessel beams for laser processing F. Courvoisier 1 M. Jacquot 1 MK Bhuyan 1 PA Lacourt 1 JM Dudley 1 Détails 1 FEMTO-ST - Franche-Comté Électronique Mécanique, Thermique et Optique - Sciences et Technologies (UMR 6174) Type de document : …",0,"Ultrafast micro-Bessel beams for laser processing
F Courvoisier, M Jacquot, MK Bhuyan, PA Lacourt… - Laser Optics Berlin, International Trade Fair and …, 2010",{},,"Laser Optics Berlin, International Trade Fair and Convention for Optical & Laser Technologies",,,,,,,
Non-contact heart rate measurement from facial video data using a 2d-vmd scheme,"C Sasivarnan, A Jagan, MK Bhuyan",2010/2/19,"4th International Conference on Computer Applications in Electrical Engineering Recent Advances February 19‐21, 2010",,,,"The problem of visual inspection of outdoor environments (eg, airports, railway stations, roads, etc.) has received growing attention in recent times. The purpose of intelligent visual surveillance systems is to automatically perform surveillance tasks by applying cameras in place of human eyes. The two important steps in visual sensing are object detection and tracking. Moving objects are detected by background subtraction. The numerous approaches to this problem differ in the type of background model used. This paper discusses the modeling of each pixel as a mixture of Gaussian distribution. Subsequently, an on-line approximation is used to update the model. We proposed to employ median filtering along with connected component labeling. These two steps ensures a fine object model for the tracking framework. Next, objects in the background subtracted image are classified into relevant category, on the basis of shape and boundary information. Our experimental results demonstrated the effectiveness of the proposed methods.",0,"Mixture of Gaussian Model for Pedestrian Tracking
C Sasivarnan, A Jagan, MK Bhuyan - 4th International Conference on Computer Applications …, 2010
Related articles",{},304,,,,,,,,
Two-Stage Hand Gesture Recognition based on Hand Keypoints Localization,"A Jagan, C Sasivarnan, MK Bhuyan",2010/2/19,"4th International Conference on Computer Applications in Electrical Engineering Recent Advances February 19‐21, 2010",,,,"This paper deals with background modeling and moving object classification for gait recognition. Current imagebased human recognition methods such as fingerprints, face, iris biometric modalities, generally require a cooperative subject views. These methods cannot reliably recognize non cooperating individuals at a distance in the real world under changing environmental conditions. In such conditions, recognition of a person using gait has good advantage. First step in gait recognition is the background subtraction/modeling. This is the crucial step in gait recognition. By using this, identification of moving objects from background scene has to be done. Perfect background subtraction is essential to get a high recognition rate. Next step is the separation of human beings from other moving objects (viz; car, tree etc.). In this paper, we have used a modified background subtraction algorithm and subsequently used feature-based classification of pedestrian from other moving objects. Experimental results demonstrated the effectiveness of the proposed method.",0,"Background Modeling and Moving Object Classification for Gait Recognition
A Jagan, C Sasivarnan, MK Bhuyan - 4th International Conference on Computer Applications …, 2010
Related articles",{},155,,,,,,,,
A Multiresolution Method for Non-Contact Heart Rate Estimation Using Facial Video Frames,"M Bhuyan, NK Neog, SR Mohanty, CVS Rao, PM Raole",2010/2/1,Journal of Physics: Conference Series,208,1,IOP Publishing,Ion beam emission from a neon gas filled plasma focus device has been studied by using a fast response Faraday cup. The neon ion beam emission is found to be highly pressure dependant and it is maximum at a pressure of 0.3 Torr. The beam energy is found to be poly energetic ranging from 18 to 1000 keV with higher ion population below 180 keV at optimum operating pressure of 0.3 Torr. The maximum ion density at 0.3 Torr is estimated to be around 5× 10 19/m 3. The neon ion beam with this characteristic of energy and density seems to be effective for testing material of interest in tokamak research.,6,"Characterization of the neon ion beam emitted from plasma focus device
M Bhuyan, NK Neog, SR Mohanty, CVS Rao… - Journal of Physics: Conference Series, 2010
Cited by 6 Related articles All 6 versions",{},012126,,,,,,,,
Overview of diagnostics on a small-scale RF source for fusion (ROBIN) and the one planned for the diagnostic beam for ITER,"François Courvoisier, Pierre-Ambroise Lacourt, Maxime Jacquot, Manoj K Bhuyan, L Furfaro, John M Dudley",2009/12/10,,,,IEEE,"During nanopatterning of material surfaces by ultrashort laser pulses, the nano-damage depends critically on the laser fluence compared to the fluence threshold. The positioning of the sample surface with respect to the focal point is a strongly demanding factor when patterning large surfaces. We demonstrate the application of nondiffracting Bessel beams to reproducible nanometric-scale feature femtosecond laser patterning. A specific setup producing femtosecond pulse zero-order Bessel beam with a central spot radius of 360 nm was developed. We exhibit femtosecond laser processing of near identical nanocraters in glass over a longitudinal positioning range of more than 20 µm. The use of Bessel beams significantly reduces constraints on critical sample positioning in the nanoscale writing regime, enabling the use of femtosecond laser pulses for fast inscription of nanometer-scale features over large sample …",0,"Ultrafast laser nanoprocessing with nondiffracting beams
F Courvoisier, PA Lacourt, M Jacquot, MK Bhuyan… - 2009 3rd ICTON Mediterranean Winter Conference …, 2009
Related articles All 2 versions",{},1-4,2009 3rd ICTON Mediterranean Winter Conference (ICTON-MW),,,,,,,
A curvelet-based multi-sensor image denoising for KLT-based image fusion,"MK Bhuyan, F Courvoisier, P-A Lacourt, M Jacquot, L Furfaro, MJ Withford, JM Dudley",2009/6/14,,,,IEEE,"Femtosecond laser micromachining is a laser processing technology with proven potential for the fabrication of a wide range of photonic devices. In the context of developing integrated components for microfluidics, a key issue is the machining of high aspect ratio micro and nano-channels, and the use of diffraction-free Bessel beams for this purpose has attracted much attention. However, although Bessel beams possess several attractive characteristics for this purpose, we show here that their practical use for high aspect ratio micromachining requires a careful selection of focussing and pump laser parameters. We report results of a systematic study of Bessel beam micromachining of structures of diameter < 5 mum in fused silica, and we describe conditions under which high quality and high aspect ratio structures can be reproducibly obtained. Within the parameter regimes identified here, Bessel beams present …",0,"Femtosecond micromachining of high aspect ratio structures in fused silica using Bessel beams
MK Bhuyan, F Courvoisier, PA Lacourt, M Jacquot… - CLEO/Europe-EQEC 2009-European Conference on …, 2009
Related articles All 9 versions",{},1-1,CLEO/Europe-EQEC 2009-European Conference on Lasers and Electro-Optics and the European Quantum Electronics Conference,,,,,,,
An unsupervised approach of colonic polyp segmentation using adaptive markov random fields,"F Courvoisier, M Bhuyan, PA Lacourt, M Jacquot, L Furfaro, MJ Withford, JM Dudley",2009/5/12,,,,,"Micro/nano-structuration à haut rapport de forme par faisceaux de Bessel femtoseconde - Archive ouverte HAL Accéder directement au contenu Accéder directement à la navigation Toggle navigation HAL HAL - Archives Ouvertes La connaissance libre et partagée Accueil Dépôt Consultation Les derniers dépôts Par type de publication Par discipline Par année de publication Par structure de recherche Les portails de l'archive Recherche Documentation hal-00384069, version 1 Communication dans un congrès Micro/nano-structuration à haut rapport de forme par faisceaux de Bessel femtoseconde F. Courvoisier 1 M. Bhuyan 1 PA Lacourt 1 M. Jacquot 1 L. Furfaro 1 MJ Withford 2 JM Dudley 1 Détails 1 FEMTO-ST - Franche-Comté Électronique Mécanique, Thermique et Optique - Sciences et Technologies (UMR 6174) 2 CUDOS ARC Centre of Excellence, School of Physics Type de document : Communication dans …",0,"Micro/nano-structuration à haut rapport de forme par faisceaux de Bessel femtoseconde
F Courvoisier, M Bhuyan, PA Lacourt, M Jacquot… - Salon international Environnement Professionnel …, 2009",{},,Salon international Environnement Professionnel MicroTechnologies,,,,,,,
Edge Based Video Clip Searching and Retrieval in Broadcast News Videos,"Suyu Kong, Manas Kamal Bhuyan, Conrad Sanderson, Brian C Lovell",2008/12/8,,,,IEEE,"This paper describes a visual surveillance system for remote monitoring of unattended environments. For the purpose of efficiently tracking multiple people in the presence of occlusions, we propose: (i) to combine blob matching with particle filtering, and (ii) to augment these tracking algorithms with a novel colour appearance model. The proposed system efficiently counteracts the shortcomings of the two algorithms by switching from one to the other during occlusions. Results on public datasets as well as real surveillance videos from a metropolitan railway station demonstrate the efficacy of the proposed system.",13,"Tracking of persons for video surveillance of unattended environments
S Kong, MK Bhuyan, C Sanderson, BC Lovell - 2008 19th International Conference on Pattern …, 2008
Cited by 13 Related articles All 7 versions",{},1-4,2008 19th International Conference on Pattern Recognition,,,,,,,
Improvement of Polyp Detection using MUNIT for Image Generation,"F Courvoisier, PA Lacourt, P Delobelle, M Bhuyan, L Furfaro, D Perreux, JM Dudley",2008/9/25,,,,,"Towards femtosecond laser machining for nanophotonics - Archive ouverte HAL Accéder directement au contenu Accéder directement à la navigation Toggle navigation HAL HAL - Archives Ouvertes La connaissance libre et partagée Accueil Dépôt Consultation Les derniers dépôts Par type de publication Par discipline Par année de publication Par structure de recherche Les portails de l'archive Recherche Documentation hal-00378337, version 1 Communication dans un congrès Towards femtosecond laser machining for nanophotonics F. Courvoisier 1 PA Lacourt 1 P. Delobelle 1 M. Bhuyan 1 L. Furfaro 1 D. Perreux 1 JM Dudley 1 Détails 1 FEMTO-ST - Franche-Comté Électronique Mécanique, Thermique et Optique - Sciences et Technologies (UMR 6174) Type de document : Communication dans un congrès Domaine : Sciences de l'ingénieur [physics] / Optique / photonique Liste complète des métadonnées …",0,"Towards femtosecond laser machining for nanophotonics
F Courvoisier, PA Lacourt, P Delobelle, M Bhuyan… - Conférence du réseau Cristaux Massifs, Micro-nano …, 2008",{},,"Conférence du réseau Cristaux Massifs, Micro-nano-structures et Dispositifs pour l'Optique",,,,,,,
Lymph-node Detection and Metastasis Classification from CT Images using a Single U-Net Model,"MK Bhuyan, PK Bora, D Ghosh",2008/9/24,"World Academy of science, engineering and technology",21,,,"One very interesting field of research in Pattern Recognition that has gained much attention in recent times is Gesture Recognition. In this paper, we consider a form of dynamic hand gestures that are characterized by total movement of the hand (arm) in space. For these types of gestures, the shape of the hand (palm) during gesturing does not bear any significance. In our work, we propose a model-based method for tracking hand motion in space, thereby estimating the hand motion trajectory. We employ the dynamic time warping (DTW) algorithm for time alignment and normalization of spatio-temporal variations that exist among samples belonging to the same gesture class. During training, one template trajectory and one prototype feature vector are generated for every gesture class. Features used in our work include some static and dynamic motion trajectory features. Recognition is accomplished in two stages. In the first stage, all unlikely gesture classes are eliminated by comparing the input gesture trajectory to all the template trajectories. In the next stage, feature vector extracted from the input gesture is compared to all the class prototype feature vectors using a distance classifier. Experimental results demonstrate that our proposed trajectory estimator and classifier is suitable for Human Computer Interaction (HCI) platform.",54,"Trajectory guided recognition of hand gestures having only global motions
MK Bhuyan, PK Bora, D Ghosh - World Academy of science, engineering and …, 2008
Cited by 54 Related articles All 6 versions",{},753-764,,,,,,,,
The effect of neon ion irradiation on tungsten for next generation fusion reactor,"F Courvoisier, P Delobelle, M Bhuyan, L Furfaro, D Perreux, JM Dudley",2008/9/3,,,,,"Femtosecond micromachining of fused silica and applications to fiber optics - Archive ouverte HAL Arrêt de service lundi 11 juillet de 12h30 à 13h : tous les sites du CCSD (HAL, Epiciences, SciencesConf, AureHAL) seront inaccessibles (branchement réseau à modifier) Accéder directement au contenu Accéder directement à la navigation Toggle navigation HAL HAL - Archives Ouvertes La connaissance libre et partagée Accueil Dépôt Consultation Les derniers dépôts Par type de publication Par discipline Par année de publication Par structure de recherche Les portails de l'archive Recherche Documentation hal-00380272, version 1 Communication dans un congrès Femtosecond micromachining of fused silica and applications to fiber optics F. Courvoisier 1 P. Delobelle 1 M. Bhuyan 1 L. Furfaro 1 D. Perreux 1 JM Dudley 1 Détails 1 FEMTO-ST - Franche-Comté Électronique Mécanique, Thermique et Optique - …",0,"Femtosecond micromachining of fused silica and applications to fiber optics
F Courvoisier, P Delobelle, M Bhuyan, L Furfaro… - Sixth Technical Meeting"" European COST Workshop …, 2008",{},,"Sixth Technical Meeting"" European COST Workshop 299 FIDES""",,,,,,,
Removal of self co-articulation and recognition of dynamic hand gestures using deep architectures,"F Courvoisier, PA Lacourt, P Delobelle, M Bhuyan, L Furfaro, D Perreux, JM Dudley",2008/9/3,,,,,"Femtosecond laser micromachining of fused silica and applications to fiber optics - Archive ouverte HAL Arrêt de service lundi 11 juillet de 12h30 à 13h : tous les sites du CCSD (HAL, Epiciences, SciencesConf, AureHAL) seront inaccessibles (branchement réseau à modifier) Accéder directement au contenu Accéder directement à la navigation Toggle navigation HAL HAL - Archives Ouvertes La connaissance libre et partagée Accueil Dépôt Consultation Les derniers dépôts Par type de publication Par discipline Par année de publication Par structure de recherche Les portails de l'archive Recherche Documentation hal-00378330, version 1 Communication dans un congrès Femtosecond laser micromachining of fused silica and applications to fiber optics F. Courvoisier 1 PA Lacourt 1 P. Delobelle 1 M. Bhuyan 1 L. Furfaro 1 D. Perreux 1 JM Dudley 1 Détails 1 FEMTO-ST - Franche-Comté Électronique Mécanique, …",0,"Femtosecond laser micromachining of fused silica and applications to fiber optics
F Courvoisier, PA Lacourt, P Delobelle, M Bhuyan… - COST 299 FIDES annual meeting, 2008",{},,COST 299 FIDES annual meeting,,,,,,,
Automatic detection of lst-type polyp by cnn using depth map,"S Bagchi, P Prem Kiran, MK Bhuyan, S Bose, P Ayyub, M Krishnamurthy, G Ravindra Kumar",2008/6,Laser and Particle Beams,26,2,Cambridge University Press,"The impact of nano-structured surfaces on particle generation from ultrashort intense laser produced plasmas is presented over an intensity range of 1015–1017 Wcm−2. The nano-structured surface evidently produces hotter plasma but does not lead to the generation of hotter ions, a counterintuitive result based on present understanding of plasma expansion mechanism. Although the total ion flux and energy is more in the case of structured surfaces, the average energy of the projectiles is found to be lower than that from polished surfaces. The nano-structured surface shows preferential enhancement of lower energy ions and an intensity dependent divergence of the ejected particles.",16,"Hotter electrons and ions from nano-structured surfaces
S Bagchi, PP Kiran, MK Bhuyan, S Bose, P Ayyub… - Laser and Particle Beams, 2008
Cited by 16 Related articles All 11 versions",{},259-264,,,,,,,,
A Non-Fiducial Noise Robust VMD-based Framework for ECG-based Biometric Recognition,"S Bagchi, P Prem Kiran, MK Bhuyan, M Krishnamurthy, GR Kumar",2008/5/1,Journal of Physics: Conference Series,112,2,IOP Publishing,"Experimental study on the impact of periodic surface modulations on energetic ion emission from intense laser produced plasma is presented. The targets are excited by intense (3× 10 15− 6× 10 16 Wcm− 2), p-polarized 50 fs laser pulses. The hard x-ray yield representative of ‘hot’electron temperature is found to be consistently higher for modulated surfaces compared to polished surface indicating enhanced laser energy coupling to plasma. The maximum ion energy measured in keV-MeV range as well as the angle resolved integral ion flux measurements indicate that the surface modulations not only enhance the total yield of ions but increases the maximum ion energy up to 60% compared to polished surface. The surface structuring also seems to influence the divergence of emitted ion beam.",0,"Energetic ion emission from periodically modulated metallic surface under intense femtosecond laser irradiation
S Bagchi, PP Kiran, MK Bhuyan, M Krishnamurthy… - Journal of Physics: Conference Series, 2008
Related articles All 9 versions",{},022098,,,,,,,,
Contextual emotion learning challenge,"TK Mandal, MK Bhuyan, G Das, PK Das",2008/3/1,chemical engineering research and design,86,3,Elsevier,"The present work aims at an indepth investigation of the flow characteristics of gas–liquid two-phase flow through an undulated pipeline consisting of interconnected horizontal, upward and downward inclined sections. The conductivity probe technique has been adopted for this purpose. The experiments have been performed for phase velocities ranging from 0.28m/s to 1.12m/s for air and from 0.01m/s to 1.12m/s for water. Six parallel wire type conductivity probes have been installed in the upstream, uphill, downhill and downstream sections of the pipeline. Different methods of signal analysis namely the probability density function analysis and the Fast Fourier Transform are used. The slug characteristics in the different sections of the undulated pipeline are estimated using the cross correlation technique. The auto correlation function and photographic techniques provide an insight into the nature of slug dissipation …",23,"Effect of undulation on gas–liquid two-phase flow through a horizontal pipeline
TK Mandal, MK Bhuyan, G Das, PK Das - chemical engineering research and design, 2008
Cited by 23 Related articles All 6 versions",{},269-278,,,,,,,,
Recognition of isolated characters across different input interfaces using 2D DCNN,"Manas Kamal Bhuyan, Brian C Lovell, Abbas Bigdeli",2007/12/3,,,,IEEE,"The large shape variability and partial occlusions challenge most object detection and tracking methods for non- rigid targets such as pedestrians. Single camera tracking is limited in the scope of its applications because of the limited field of view (FOV) of a camera. This initiates the need for a multiple-camera system for completely monitoring and tracking a target, especially in the presence of occlusion. When the object is viewed with multiple cameras, there is a fair chance that it is not occluded simultaneously in all the cameras. In this paper, we developed a method for the fusion of tracks obtained from two cameras placed at two different positions. First, the object to be tracked is identified on the basis of shape information measured by MPEG- 7 ART shape descriptor. After this, single camera tracking is performed by the unscented Kalman filter approach and finally the tracks from the two cameras are fused. A …",17,"Tracking with multiple cameras for video surveillance
MK Bhuyan, BC Lovell, A Bigdeli - 9th Biennial Conference of the Australian Pattern …, 2007
Cited by 17 Related articles All 10 versions",{},592-599,9th Biennial Conference of the Australian Pattern Recognition Society on Digital Image Computing Techniques and Applications (DICTA 2007),,,,,,,
